file_name,category,ground_truth,ocr_tesseract,normalized_ocr_tesseract
0117.jpg,simple,"Bündnis gegen Verdrängung und #Mietenwahnsinn www.mietenwahnsinn.info DIE MIETE IST ZU HOCH! Demo, Samstag 01. Juni 2024 14:00 Uhr Potsdamer Platz","‚ Bündnis gegen Verdrängung und _

N#MIBIBIIW£IhIISIIIII

L

un

www mietenwahnsinn.info |5 r

ﬂ (D Ja

£lr\

H

IETE

a00

uu

üvu

Dn

u nQ

b

Bn

HE

0l. lum

De

Samsfää

Z

?

Z

==

s5=

"" 00 Uhr Potsdamer Pl","‚ Bündnis gegen Verdrängung und _ N#MIBIBIIW£IhIISIIIII L un www mietenwahnsinn.info |5 r ﬂ (D Ja £lr\ H IETE a00 uu üvu Dn u nQ b Bn HE 0l. lum De Samsfää Z ? Z == s5= "" 00 Uhr Potsdamer Pl"
0118.jpeg,simple,"Willkommenscafé Wir laden alle von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafé ein! Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt! Rote Lilly, Emser Str. 114, Neukölln Jeden letzten Mittwoch im Monat 19–21 Uhr","Willkommenscuf

Wir _ laden alle- von Rassismus betroffenen &

migrantischen

Menschen

zum gegenseitigen

Kennenlernen in unser Willkommenscafe ein!

Hier bekommt ihr einen Einblick in unsere Arbeit

und findet heraus, wie ihr mitarbeiten könnt!

© na 7","Willkommenscuf Wir _ laden alle- von Rassismus betroffenen & migrantischen Menschen zum gegenseitigen Kennenlernen in unser Willkommenscafe ein! Hier bekommt ihr einen Einblick in unsere Arbeit und findet heraus, wie ihr mitarbeiten könnt! © na 7"
0119.jpeg,simple,"HÄNDE WEG VON UNSEREM LAND! PALÄSTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN","HÄNDE WEG VON UNSEREM LAND!

PALÄSTINA

STEHT

NICHT ZUM

VERKAUF

LAUFDEMONSTRATION FÜR PALÄSTINA

SAMSTAG, 01.03. UM 13 UHR

U-BAHN & S-BAHN ZOOLOGISCHER

GARTEN, BERLIN","HÄNDE WEG VON UNSEREM LAND! PALÄSTINA STEHT NICHT ZUM VERKAUF LAUFDEMONSTRATION FÜR PALÄSTINA SAMSTAG, 01.03. UM 13 UHR U-BAHN & S-BAHN ZOOLOGISCHER GARTEN, BERLIN"
0120.jpg,simple,Wahlkampf-Veranstaltung STADTHALLE LEONBERG Römerstraße 110 | 71229 Leonberg 22.01. BEGINN 19 UHR | EINLASS 18 UHR LARS HAISE MARKUS FROHNMAIER TINO CHRUPALLA EMIL SÄNZE DIANA ZIMMER DEUTSCHLAND ZUERST! AfD Landesverband Baden-Württemberg,"Wahlkampf-Veranstaltung

STADTHALLE LEONBERG BEGINN 19 UHR [ EINLASS 18 UHR

Römerstraße 110 | 71229 Leonberg

\ Z

’ \

S

..........

|

LA

HAISE

FROHNMAIER 4 CHRUPALLA

An SÄNZE

EMIL

ZIMMER

DEUTSCHLAND ZUERST!

— AfD

AfD

m  Württemban 1g",Wahlkampf-Veranstaltung STADTHALLE LEONBERG BEGINN 19 UHR [ EINLASS 18 UHR Römerstraße 110 | 71229 Leonberg \ Z ’ \ S .......... | LA HAISE FROHNMAIER 4 CHRUPALLA An SÄNZE EMIL ZIMMER DEUTSCHLAND ZUERST! — AfD AfD m Württemban 1g
0121.jpg,simple,Zeit für Fans 05.12.2024 Mach dein Foto mit dem Nikolaus Und sicher dir den Adventsrabatt. Auguste-Viktoria-Allee 99  //  13403 Berlin,"D

x

Zeit für Fans

..

——

m

&

—

Mach dein Foto mit dem Nii«olaus‘

Und sicher dir den Adventsrabatt.

03 Berlin

Auguste-Viktoria-Allee 99 / _13\4

N",D x Zeit für Fans .. —— m & — Mach dein Foto mit dem Nii«olaus‘ Und sicher dir den Adventsrabatt. 03 Berlin Auguste-Viktoria-Allee 99 / _13\4 N
0122.jpg,simple,"25. APRIL, 2023 20.00 UHR OMAS ON STAGE PERFORMANCES, LIEDER, GEDICHTE... IM CAFÉ KORB Brandstätte 9, 1010 Wien Reservierung erforderlich: jenny@happybusiness.at Omas-on-Stage ist eine Theatergruppe innerhalb der Aktivistinnengruppe OMAS GEGEN RECHTS. In den letzten 3 Jahren sind wir bei zahlreichen Interventionen und Straßentheater, sowie beim Wiener Kultursommer, Demonstrationen und Frauenveranstaltungen aufgetreten. Omas-On-Stage besteht aus 12 Frauen– professionellen Schauspielerinnen und Laiendarstellerinnen. Durch unsere Aktionen beleuchten wir auch die Rolle, die ältere Frauen im politischen Geschehen und in der Gesellschaft spielen und können. Immer auch mit Humor und Ironie! FREIE SPENDE","25. APRIL, 2023

OMAS

20 00 UHR

ISTAGE|

PERFURMANGES

<

D

LIEDER, GEDICHTE.

Omes-on-Stoge is

‚ine Theatergruppe innerhalb

B

J“'?'»

der Aktivistinnengruppe OMAS GEGEN RECHTS.

N

IM

Inden

‚en 3 Jahren sind wir bei zahl

E

Interventionen und Strassentheater, sowie beim

Wiener Kultursommer, Demonstrationen und

K

IR

Frauenveranstaltungen aufgetreten.

B5

Omas-On-Stage besteht aus 12 Frauen- professionellen

.V

A

Schauspielerinnen und Laiendarstellerinnen. Durch

Brandstätte

1010 Wien

unsere Aktionen beleuchten wir auch die Rolle,

A

die älterer Frauen im politischen Geschehen und

A

in der Gesellschaft spielen können.

z

erung

Da

fordı

Immer auch mit Humor und Ironie!

.

jenny‘

iness.at

FREIE SPENDE","25. APRIL, 2023 OMAS 20 00 UHR ISTAGE| PERFURMANGES < D LIEDER, GEDICHTE. Omes-on-Stoge is ‚ine Theatergruppe innerhalb B J“'?'» der Aktivistinnengruppe OMAS GEGEN RECHTS. N IM Inden ‚en 3 Jahren sind wir bei zahl E Interventionen und Strassentheater, sowie beim Wiener Kultursommer, Demonstrationen und K IR Frauenveranstaltungen aufgetreten. B5 Omas-On-Stage besteht aus 12 Frauen- professionellen .V A Schauspielerinnen und Laiendarstellerinnen. Durch Brandstätte 1010 Wien unsere Aktionen beleuchten wir auch die Rolle, A die älterer Frauen im politischen Geschehen und A in der Gesellschaft spielen können. z erung Da fordı Immer auch mit Humor und Ironie! . jenny‘ iness.at FREIE SPENDE"
0123.jpg,simple,"SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr","SOLIDARITÄTSDEMO

FÜR DIE UKRAINE

Samstag, 5. März 2022

Platz der Menschenrechte, Wien

15 bis 17 Uhr","SOLIDARITÄTSDEMO FÜR DIE UKRAINE Samstag, 5. März 2022 Platz der Menschenrechte, Wien 15 bis 17 Uhr"
0124.jpg,simple,#SAVE BRAIN CITY Wissenschaft sichert die Zukunft Berlins 19.12.2024 KUNDGEBUNG 8:30 Uhr vor dem Abgeordnetenhaus Berlin,"#SAVE

BRAIN

CITY

Wissenschaft

sichert die Zukunft Berlins

19.12.2024

8:30 Uhr vor dem Abgeordnetenhaus Berlin

KUNDGEBUNG",#SAVE BRAIN CITY Wissenschaft sichert die Zukunft Berlins 19.12.2024 8:30 Uhr vor dem Abgeordnetenhaus Berlin KUNDGEBUNG
0127.jpeg,simple,"Solidarischer Stammtisch Thema: Unser Verständnis vom Patriarchat und unser Umgang damit Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205","Q

e“

(e”

v ®

58

!

J

4

}

Thema: Unser Verständnis vom ‘l

üund/ünser, Umgang|/damit

Diskussion und gemeinsames Essen

am Dienstag, 4. März ab 19:00 Uhr

im “Maggie” Frankfurter Allee 205","Q e“ (e” v ® 58 ! J 4 } Thema: Unser Verständnis vom ‘l üund/ünser, Umgang|/damit Diskussion und gemeinsames Essen am Dienstag, 4. März ab 19:00 Uhr im “Maggie” Frankfurter Allee 205"
0128.jpg,simple,Transferale Das Wissenschafts- Festival für Klima und Gesundheit Zukunft im Stadtumdrehen 25.09. — 27.09.2024 im Kulturquartier silent green Zukunft findet Stadt Das Hochschulnetzwerk für ein resilientes Berlin,"Festival für Klim d ©&

Tränsfe?alej (

Gesundhei

LA

//‘

—E

'!F*‘<'1!!

Zukunft im

— Stadtumdrehen

>>

25.09. —

Zu

nft

im Kulturquartier

27.09.2024

findet

silent green

Das Hoc!

für ein",Festival für Klim d ©& Tränsfe?alej ( Gesundhei LA //‘ —E '!F*‘<'1!! Zukunft im — Stadtumdrehen >> 25.09. — Zu nft im Kulturquartier 27.09.2024 findet silent green Das Hoc! für ein
0129.jpg,simple,#BerlinIstKultur DEMO GEGEN DIE KÜRZUNGEN IM KULTURBEREICH! VOLKS BÜHNE AM ROSA-LUXEMBURG-PLATZ 13.11. 10:00 Brandenburger Tor Platz des 18. März,"#BerlinistKultur

DEMO

GEGEN DIE KÜRZUNGEN IM KULTURBEREICH!

VOLKS

BÜHNE

13.11. Brandenburger Tor

10:00 Platz des 18. März",#BerlinistKultur DEMO GEGEN DIE KÜRZUNGEN IM KULTURBEREICH! VOLKS BÜHNE 13.11. Brandenburger Tor 10:00 Platz des 18. März
0130.jpg,simple,NOCH MALL ALLES AUSSER NEU repami Netzwerk Qualitätsreparatur Reparaturtag in der NochMall 19. Oktober 2024 14–18 Uhr Save the date!,"NOCH

eparaturtag

in der NochMall

19. Oktober 2024

1418 Uhr

zr

m C&",NOCH eparaturtag in der NochMall 19. Oktober 2024 1418 Uhr zr m C&
0131.jpeg,simple,"GENOCIDE STARTS HERE! KUNDGEBUNG MI, 05.03.2025 12:00 UHR ECKE TAUENTZIENSTR./ MARBURGER STR., 10789 BERLIN GRIEVING DOVES JÜDISCHE STIMME STOP ARMING ISRAEL KEINE WAFFEN FÜR ISRAEL SHUT ELBIT DOWN","\GEN[ICII]E STARTS HERE!

h

MI

05.03.2025

12:00 UHR

ECKE TAUENTZIENSTR./

x

MARBURGER STR

10789

BERLIN

© A

“’

C

v A

RIE)

@“if

TE

I.\

ISRAEI

C

© v A

ISRAEL

(AFFEN

“i]",\GEN[ICII]E STARTS HERE! h MI 05.03.2025 12:00 UHR ECKE TAUENTZIENSTR./ x MARBURGER STR 10789 BERLIN © A “’ C v A RIE) @“if TE I.\ ISRAEI C © v A ISRAEL (AFFEN “i]
0132.jpg,simple,DIE CDU IST KEIN GRUND ZUM FEIERN. SOS ANTIFA 23. FEBRUAR · 18 UHR KONRAD ADENAUER HAUS Sea-Watch.org,"DIE CDU IST KEIN GRUND ZUM FEIERN.

S05

ANTIFA

23. FEBRUAR :18 UHR

KONRAD ADENAUER HAUS

San

Sea-Watch.org",DIE CDU IST KEIN GRUND ZUM FEIERN. S05 ANTIFA 23. FEBRUAR :18 UHR KONRAD ADENAUER HAUS San Sea-Watch.org
0133.jpg,simple,"KUNDGEBUNG MIT DR. WEBER SAMSTAG 05.09.2020, 14:30 MARBURG ERWIN-PISCATOR-HAUS ÄRZTE FÜR AUFKLÄRUNG","KUNDGEBUNG

MIT DR. WEBER

SAMSTAG 05.09.2020,14:30

ERWIN-PISCATUH-HAU?

ÄRZTE FÜR A

UFKLÄRUNG","KUNDGEBUNG MIT DR. WEBER SAMSTAG 05.09.2020,14:30 ERWIN-PISCATUH-HAU? ÄRZTE FÜR A UFKLÄRUNG"
0134.jpg,simple,"Antifaschistische Kundgebung GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS Montag, 27.05.24 18 Uhr Mahnmal Levetzowstraße Berlin-Moabit","Antifaschistische Kundgebung

GEGEN DIE INSTRUMENTALISIERUNG

DES ERINNERNS

Montag, 27.05.24

18 Uhr

Mahnmal

Levetzowstraße

Berlin-Moabit

© N","Antifaschistische Kundgebung GEGEN DIE INSTRUMENTALISIERUNG DES ERINNERNS Montag, 27.05.24 18 Uhr Mahnmal Levetzowstraße Berlin-Moabit © N"
0135.jpg,simple,"Einfache Sprache Kommt zur Demo am 8. März! Wo? S+U Schönhauser Allee Wann? 8. März 2025, 13:00 Uhr Für Feminismus ohne Grenzen! FEMINISM UNLIMITED","fac„es.„éo„eW &5

k

Kommt zur Demo am 8. März!|

Wann""8 März 2025, 13:00 Uhr/

+U Schönhauser Allee

Y

A

-

3 Fü

r.

Feminism

hne

E A

Grenzen

@,

G,

N>","fac„es.„éo„eW &5 k Kommt zur Demo am 8. März!| Wann""8 März 2025, 13:00 Uhr/ +U Schönhauser Allee Y A - 3 Fü r. Feminism hne E A Grenzen @, G, N>"
0136.jpg,simple,GEGEN JEDE NAZI PROPAGANDA! MARTIN SELLNER VON DER STRASSE FEGEN! HEUTE! ★ 27.02. ★ 18:15 UHR Kundgebung an der “Grünen Lampe” Uhlandstraße 51 Widersetzen Berlin,"GEGEN JEDE

NAZI PROPAGANDA !

MARTIN SELLNER VON DER

@ STRASSE FEGEN!

——

K3

HEUTE! * 27.(;2; * 18:15 UHR

Kundgebung an der “Grünen Lampe”

Uhlandstraße 51

Widersetzen Berlin",GEGEN JEDE NAZI PROPAGANDA ! MARTIN SELLNER VON DER @ STRASSE FEGEN! —— K3 HEUTE! * 27.(;2; * 18:15 UHR Kundgebung an der “Grünen Lampe” Uhlandstraße 51 Widersetzen Berlin
0137.jpg,simple,"Omas-on-Stage beim Kultursommer Politischer Aktivismus mit Kunst Samstag, 9. Juli 2022, 18.30 Mortarapark, 1200 Wien Sonntag, 10. Juli 2022, 18.30 Muthsamgasse, 1140 Wien FREIER EINTRITT","n-

gE”,

n

......

belm Kultursomme

A

qﬂ

j

sa

\(’é

A

n

.......

}

N

R

a

06“

Pohtuscher Akt|Vlsmus mit Kunst

Samstag, 9. Juli 2022, 18.30

Mortarapark, 1200 Wien

Sonntag, 10. Juli 2022, 18.30

FREIER EINTRITT

Muthsamgasse, 1140 Wien","n- gE”, n ...... belm Kultursomme A qﬂ j sa \(’é A n ....... } N R a 06“ Pohtuscher Akt|Vlsmus mit Kunst Samstag, 9. Juli 2022, 18.30 Mortarapark, 1200 Wien Sonntag, 10. Juli 2022, 18.30 FREIER EINTRITT Muthsamgasse, 1140 Wien"
0139.jpg,simple,ZENTRUM KREUZBERG MEHR POLIZEI? NICHTS ZU FEIERN WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME! KUNDGEBUNG GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE 15.02. AB 9:00 KOTTBUSSER TOR WACHE AM KOTTI? NOT WELCOME,"D

11

..

ar

E

EL

m‘

< ZENTE

MEHR POLIZEI""

Fsche Post

E

NICHTS ZU FEIERN

WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME:!

=,

z

P}

OL

!Z

- KUNDGEBUNG

GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE

15.02. AB 9:00 KOTTBUSSER TOR

WACHE AM KOTTI? NOT WELCOME","D 11 .. ar E EL m‘ < ZENTE MEHR POLIZEI"" Fsche Post E NICHTS ZU FEIERN WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME:! =, z P} OL !Z - KUNDGEBUNG GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE 15.02. AB 9:00 KOTTBUSSER TOR WACHE AM KOTTI? NOT WELCOME"
0140.jpg,simple,"Samstag, 03.02.2024 von 11–13.30 Uhr WORKSHOP Motion-Capture HTW in Schöneweide Wer? - Alle zwischen 7 & 17 Jahren * Vorkenntnisse sind nicht notwendig. Was mitbringen? - Laptop oder Tablet mit Kamera * Laptops können auch bei uns angefragt werden! JETZT KOSTENLOS ANMELDEN! https://pretix.eu/dojosw/","I

X-

>

LA

Samstag, 03.02.2024 von 11-13.30 Uhr

WORKSHOP

Na

EÜOÜÜOIID=@GI[,’JGUJ

? HTW in Schöneweide

S>

$ _ Wer?

- Alle zwischen 7 & 17 Jahren

* Vorkenntnisse sind nicht notwendig.

Was mitbringen?

- Laptop oder Tablet mit Kamera

* Laptops können auch bei uns angefragt werden!

VI","I X- > LA Samstag, 03.02.2024 von 11-13.30 Uhr WORKSHOP Na EÜOÜÜOIID=@GI[,’JGUJ ? HTW in Schöneweide S> $ _ Wer? - Alle zwischen 7 & 17 Jahren * Vorkenntnisse sind nicht notwendig. Was mitbringen? - Laptop oder Tablet mit Kamera * Laptops können auch bei uns angefragt werden! VI"
0142.jpeg,simple,NAZIANGRIFFE NICHT UNBEANTWORTET LASSEN Demonstration nach Naziangriff auf Geflüchtetenunterkunft in Stahnsdorf - Solidarität mit den Betroffenen - 14.03.2025 Demo: 17:30 S Teltow Stadt Kundgebung: 19:00 Iserstraße Ecke Elbestraße,"NAZIANGRIFFE NICHT

UNBEANTWORTET. LASSEN

Demonstrationgnach Naziangriff auf

Geflüchtetenunterkunftin

Stahnsdorf

- Solidarität mit den Betroffenen -

14.03.2025

Demo:

17:30 S Teltow Stadt

W

Kundgebung:

19:00 Iserstraße

Ecke Elbestraße",NAZIANGRIFFE NICHT UNBEANTWORTET. LASSEN Demonstrationgnach Naziangriff auf Geflüchtetenunterkunftin Stahnsdorf - Solidarität mit den Betroffenen - 14.03.2025 Demo: 17:30 S Teltow Stadt W Kundgebung: 19:00 Iserstraße Ecke Elbestraße
0143.jpg,simple,"Ostkreuz nicht den Nazis überlassen! So, 14.07. 14:00 Uhr Ostkreuz","E

Met+L

T Madaf

mmı

en

La

-

P

(

P z

Z

S>

n

-

—

—— Z

—

—

E

SI>

| N

SS<

V\\]

""\\4!>?

s

NS

>

D

>

A Z

.

E

‚So

07.

SS

(

\QFSCH,‘$""/J\

MN

[<

A14: 00 Uhr

S

; Osthr

0

NN","E Met+L T Madaf mmı en La - P ( P z Z S> n - — —— Z — — E SI> | N SS< V\\] ""\\4!>? s NS > D > A Z . E ‚So 07. SS ( \QFSCH,‘$""/J\ MN [< A14: 00 Uhr S ; Osthr 0 NN"
0145.jpg,simple,A100 WEGBASSEN! SOLI-RAVE RAVE LIVE ACTS PANEL DISCUSSION 06.10.2023 20:00 - 10:00 MENSCH MEIER,"RE[:I.MM

asuns

GUlI’IIRE

\

M00= Z

GBA

SSEN!

1ı

SOLI -RAVE

/WE

I'.

Z

E

S

W

NN

N

-—

%

W

/ |

‘vau%

IIIII\

—

'I

|!

s°o

—

>

ISS

i

RAVE

6.10.2023

VEACTS

0:00 -.10:00

ANEL DISCUSSION

[

——

MENSCH MEIER

——",RE[:I.MM asuns GUlI’IIRE \ M00= Z GBA SSEN! 1ı SOLI -RAVE /WE I'. Z E S W NN N -— % W / | ‘vau% IIIII\ — 'I |! s°o — > ISS i RAVE 6.10.2023 VEACTS 0:00 -.10:00 ANEL DISCUSSION [ —— MENSCH MEIER ——
0146.jpg,simple,THEMENTAG ://about blank Markgrafendamm 24c (Ostkreuz) 15.12.24 11:30– 19:30 Uhr Antisemitismus im Kultur– und Clubbetrieb Reflexionen ein Jahr nach dem 7. Okt. BILDUNG IN WIDERSPRUCH,"THEMENTAG

15.12.24

://about blank

11:30-

Markgrafendamm 24c (Ostkreuz)

19:30 Uhr

Antisemitismus im

Kultur- und Clubbetrieb

Reflexionen ein Jahr

nach dem 7. Okt.

BILDUNG IN

WIDERSPRUCH",THEMENTAG 15.12.24 ://about blank 11:30- Markgrafendamm 24c (Ostkreuz) 19:30 Uhr Antisemitismus im Kultur- und Clubbetrieb Reflexionen ein Jahr nach dem 7. Okt. BILDUNG IN WIDERSPRUCH
0147.jpeg,simple,"Input + Diskussion nach den Bundestagswahlen: Rassismus, Abschiebung und Gewalt - Wehren wir uns! 01.03. | 18:00 Uhr Komşukeller, Kottbusser Straße 4/5 ZORA","!nput * Disku%sion nach qlep Bunc!gstäggwahlen:

}

P

al

a

[

01.03. 118:00 Uhr

Komsukeller,

Kottbusser Straße 4/5

ZORA","!nput * Disku%sion nach qlep Bunc!gstäggwahlen: } P al a [ 01.03. 118:00 Uhr Komsukeller, Kottbusser Straße 4/5 ZORA"
0148.jpg,simple,"1. September 2023 ▶ BUCHPREMIERE JUDENHASS UNDERGROUND Antisemitismus in emanzipatorischen Subkulturen und Bewegungen Ein Abend mit Nicholas Potter, Stefan Lauer, Rosa Jellinek, Leon Kahane, Konstantin Nowotny und Anastasia Tikhomirova DJ: Ori Raz (Motivo Positivo) 19 Uhr | ://about blank | freier Eintritt","1. September 2023 > BUCHPREMIERE

JUDENHASS

UNDERGROUND

Antisemitismus in emanzipatorischen

Subkulturen und Bewegungen

Ein Abend mit

Nicholas Potter, Stefan Lauer,

Rosa Jellinek, Leon Kahane,

Konstantin Nowotny und

Anastasia Tikhomirova

DJ: Ori Raz (Motivo Positivo)

19 Uhr | ://about blank | freier Eintritt","1. September 2023 > BUCHPREMIERE JUDENHASS UNDERGROUND Antisemitismus in emanzipatorischen Subkulturen und Bewegungen Ein Abend mit Nicholas Potter, Stefan Lauer, Rosa Jellinek, Leon Kahane, Konstantin Nowotny und Anastasia Tikhomirova DJ: Ori Raz (Motivo Positivo) 19 Uhr | ://about blank | freier Eintritt"
0149.jpg,simple,"WIR BRAUCHEN DICH! 10.00 bis 12.00 UHR Demonstration für FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG ZUR FREIHEIT SAMSTAG 11.7.2020 10 - 12 Uhr KÖNIGSPLATZ - MÜNCHEN Prof. Dr. Christoph Hueck Biochemiker, Impfstoffentwickler Markus Haintz Querdenken Initiative Ulm Rechtsanwalt Milorad Krstic Unternehmer und Buchautor rin99er Hip Hop - Rap | Lienz Levi Wegmann • DJ Tuncay celsius19","mmwenw DICH!

!

\

SS S

Zn

A

AD

b

Demonstration für

FREIHEIT GRUNDRECHTE SELBS

ESTIMMUNG

aalra

1}

1

|

|

\ {

/

V 4A

ı

—

7 !

—.

ST L/.\{“

1.-

.

20

n

U

- 1

\T--

v \Ä’ \\: Ä

)J‘

A

MUNCHE

Pro|

i

\l„

stoph } M|

eck

on

in

npfs

Initic

{

De",mmwenw DICH! ! \ SS S Zn A AD b Demonstration für FREIHEIT GRUNDRECHTE SELBS ESTIMMUNG aalra 1} 1 | | \ { / V 4A ı — 7 ! —. ST L/.\{“ 1.- . 20 n U - 1 \T-- v \Ä’ \\: Ä )J‘ A MUNCHE Pro| i \l„ stoph } M| eck on in npfs Initic { De
0151.jpg,simple,08·06·24 TANZ DEMO 15 Uhr am Frankfurter Tor Mehr Infos auf kollektiv-kirsch.de WEM GEHÖRT DIE STADT?,"\..\

>

\

D

>

——

Z

S<

—_

Z

Z

Z

N

Z

aD

IEM.

LE

GEHO!

ATAD

E Z

E

\\

>1<\‘

\

DE

DDl

>

Z

z

/

—

\\\Z%5<;;//

DE

S",\..\ > \ D > —— Z S< —_ Z Z Z N Z aD IEM. LE GEHO! ATAD E Z E \\ >1<\‘ \ DE DDl > Z z / — \\\Z%5<;;// DE S
0152.jpg,simple,"Klimaschutz statt Autobahn! Laufdemo auf der A100! Sonntag, 21. April Start: 14 Uhr Auffahrt Tempelhofer Damm","[

‘\\)L\

3 x

f

\

W

Q

'

f\ „// €

Y \l b

Autobahn!

lﬂllflll!lllll auf IIGI' l100'

P

FÜ

/4‘!'

A

S

4

„| /J

ß

vm

i

(

A Snnntag‚ 21.

. Anril

SIart 14 Uhr

f

Auffahrt Temnelhnfer Damm

/labout blank

autofrei

\](‘DZQ) PowerShift Lflu SH;

A

lebenslaut te% %g‚r‚

IREI BUIIM

i L'lUB

I‘/ß7|

m«

?;5„;

CULTURE|

MUKIIJSM ® !_ rebellion]

YaLLA

nlulllm

I®",[ ‘\\)L\ 3 x f \ W Q ' f\ „// € Y \l b Autobahn! lﬂllflll!lllll auf IIGI' l100' P FÜ /4‘!' A S 4 „| /J ß vm i ( A Snnntag‚ 21. . Anril SIart 14 Uhr f Auffahrt Temnelhnfer Damm /labout blank autofrei \](‘DZQ) PowerShift Lflu SH; A lebenslaut te% %g‚r‚ IREI BUIIM i L'lUB I‘/ß7| m« ?;5„; CULTURE| MUKIIJSM ® !_ rebellion] YaLLA nlulllm I®
0153.jpg,simple,"GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS 12.03.1938 - 12.03.2025 NIE WIEDER IST JETZT! 12.03.2025, Albertinaplatz, 18:30 GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS mit Beiträgen von: Aaron Bezalel Haber Cornelius Obonya Dolores Bakos Jenny & Omas on Stage Ida Belaga León de Castillo Marina Hanke Maya Unger Monika Salzer Philipp Miksch Rihab Toumi Susanne Scholl Ursula Berner NIE WIEDER IST JETZT! 12.03.1938 - 12.03.2025","GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS

12.03.1938 - 12.03.2025

NIE WIEDER IST JETZT!

12.03.2025, Albertinaplatz, 18:30

GEDENKEN BEIM MAHNMAL

GEGEN KRIEG & FASCHISMUS

mit Beiträgen von:

MENENELG

Aaron Bezalel Haber

Maya Unger

Cornelius Obonya

Monika Salzer

Dolores Bakos

Philipp Miksch

Rihab Toumi

Jenny & Omas on Stage

Ida Belaga

Susanne Scholl

Leön de Castillo

Ursula Berner

NIE WIEDER IST JETZT! 12.03.1938-12.03.2025","GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS 12.03.1938 - 12.03.2025 NIE WIEDER IST JETZT! 12.03.2025, Albertinaplatz, 18:30 GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS mit Beiträgen von: MENENELG Aaron Bezalel Haber Maya Unger Cornelius Obonya Monika Salzer Dolores Bakos Philipp Miksch Rihab Toumi Jenny & Omas on Stage Ida Belaga Susanne Scholl Leön de Castillo Ursula Berner NIE WIEDER IST JETZT! 12.03.1938-12.03.2025"
0154.jpeg,simple,LIVEKONZERT LIZ MELINE MEETS SNAILTAPE DIENSTAG 21.01.25 BEGINN 20:00 TONELLIS NEUMARKT 9  04109 LEIPZIG,"D

VEKCO

MELINE ME

76

.

22

z

l

K

en

g

ddl,

NSTAG

V”'XH:

TONELLIS

3INN 20

EUMARKT 9_04109 LEIPZIG","D VEKCO MELINE ME 76 . 22 z l K en g ddl, NSTAG V”'XH: TONELLIS 3INN 20 EUMARKT 9_04109 LEIPZIG"
0155.jpg,simple,"FIRST SLAYSTANS SOLI PARTY 16/02 8PM ERREICHBAR, REICHENBERGER STR 63A","CZ *

IR

ıS

\J

T

S

LAY€'TJ_‚I\ES'

SE

""'Ä‘_£

'o""

7

N

<

“r

I

F

D

wr

4R

D

A

A M

D

C

\

4r

al

n

s“

x

Ya

D

S

r

15/02 8SPM

RREICHBAR, REICHENBERGER STR S3534","CZ * IR ıS \J T S LAY€'TJ_‚I\ES' SE ""'Ä‘_£ 'o"" 7 N < “r I F D wr 4R D A A M D C \ 4r al n s“ x Ya D S r 15/02 8SPM RREICHBAR, REICHENBERGER STR S3534"
0156.jpeg,simple,"SOLI FLOHMARKT 10–18 UHR 1. MÄRZ Wo: Zielona Gora, Grünbergerstr. 73 BERLINER OBDACHLOSENHILFE e.V. Alle Spenden fließen in die Unterstützung obdachloser und hilfsbedürftiger Menschen","bı s a

""FLOHMARKT

C

10-18UHR

a

Ax

Wo: Zielı

Grünb

tr. 73

Alle Spenden fließen in die Unterstützung obdachloser und hilfsbedürftiger Menschen

. © ı D Dr","bı s a ""FLOHMARKT C 10-18UHR a Ax Wo: Zielı Grünb tr. 73 Alle Spenden fließen in die Unterstützung obdachloser und hilfsbedürftiger Menschen . © ı D Dr"
