file_name,category,ground_truth,ocr_tesseract
0212.jpg,fancy,FRAUEN- SCHLÄGER AUS DER STADT JAGEN! GEGEN DEN AUFTRITT VON TOM SCHWARZ! @FRAUENKAMPFTAG.SFO | @KEINESHOWFUERTAETER_BERLIN Demo: 25. November 2023 16:30 Uhr * Boxhagener Platz * Berlin Internationaler Tag zur Beseitigung patriarchaler Gewalt KEINE SHOWS FÜR TÄTER!,"4R
Y Y
© FRAUENKAMPFTAG.SFO | © KEINESHOWEUERTAETER®BERLIN }

Demo: 25. November 2023

16:30 Uhr * Boxhagener Platz * Berlin
Internationaler Tag zur Beseitigung patriarchaler Gewalt"
0213.jpg,simple,"KEINE PROFITE MIT VERSCHWÖRUNGS- IDEOLOGIEN Ganser raus aus der Stadthalle! DEMONSTRATION 22.10.23 FALKENSEE 17:30 UHR | BAHNHOF FKS V.i.S.d.P.: Otto Roth, Lilienstraße 161, 14612 Falkensee @afa.fks","KEINE PROFITE MIT
VERSCHWÖRUNGS-
IDEOLOGIEN

Ganser raus aus
der Stadthalle!

DEMONSTRATION
22.10.23
FALKENSEE

17 30 UHR | BAHNHOF FKS

(©) @afa.fks"
0214.jpg,fancy,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! STOMP THE PATRIARCHY 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK,"S
<L
“
“
n
LE}
=
frı
7r
[=—
( ]
I =
=)
frı
S
I
o
Z=
=
—
>
D
&mM
ı
=
=
>
L
LE
<
(de)"
0215.jpg,skewed,HUMMUS & BASS STATT HETZE & HASS ANTIFA PICKNICK GEGEN QUERDENKEN PARTY IM MAUERPARK SAMSTAG 3.6. ab 16.30 UHR,"HUMMUS &
„ BASS

STATT

HETZE

& HASS
ANTIFA
PICKNICK
GEGEN

QUERDENKEN
PARTY

IM MAUERPARK"
0216.jpg,skewed,KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH ’23 SAMSTAG 08.04. AB 13 UHR ➤ MÜLLERSTRASSE 146 Warum Linkssein.. ..nicht vor Konservatismus schützt.. HUFEISENTHEORIE ?QUERFRONT? ..Die Hufeisentheorie aber trotzdem falsch ist.,"KRITISCHE PERSPEKTIVE
AUF DEN OSTERMARSCH ’23

SAMSTAG 08.04. AB 13 UHR > MÜLLERSTRASSE 146

VE TTT
Linkssein..

„nicht vor
Konservatismus
schützt..

„Die Hufeisentheorie
aber trotzdem ': ""ist."
0217.jpg,simple,"GEGENKUNDGEBUNG ZUR RECHTSOFFENEN QUERFRONTDEMO „AUFSTAND FÜR FRIEDEN“ SAMSTAG, 25.02. AB 14 UHR Im Tiergarten ggü. US-Botschaft, Ecke Platz des 18. März RIGHT TO RESIST LINKE UKRAINE-SOLIDARITÄT BERLIN @righttoresistUA GERADEDENKEN","GEGENKUNDGEBUNG

ZUR RECHTSOFFENEN QUERFRONTDEMO

„AUFSTAND FÜR FRIEDEN“

'??p

®

SAMSTAG, 25.02. AB 14 UHR VEHTTORESST
Im Tiergarten ggü. US-Botschaft, B
Ecke Platz des 18. März

@ GERADEDENKEN"
0218.jpg,simple,Geradedenken präsentiert: CAPTAIN FAIL VS. BÖHMERMANN Montag 09.01.2023 18:00 Uhr Max-Schmeling-Halle,"Geradedenhén präsentiert:

»[APTAIIIILI’E@3VS Han g

Montag 09.01.2023
18:00 Uhr
Max-Schmeling-Halle"
0219.jpg,skewed,StraßenFFFest 3.9.22 14:30 Laufdemo Leopoldplatz 16-19 Uhr Mauerpark Straßenfest ab 19 Uhr Rave in den Abend FRIDAYS FOR FUTURE Berlin Geradedenken,"SiraBenFFFesi_

|_ vmnı
14:30 Laufdemo Leopoldplatz

16-19 Uhr"
0220.jpg,fancy,2. Antifaschistisches PICKNICK Gegen Querdenken und Rechts IM MAUERPARK 06.08 SAMSTAG ab 14 Uhr Musik & Kundgebung,"Gegen Querdenken
und Rechts"
0221.jpg,fancy,GEGEN KRIEG FASCHISMUS UND QUERFRONT Kein Platz für Verschwörungsideolog*innen und ihre rechtsoffene »Friedenskundgebung« auf dem Weißenseer Antonplatz! DEMO 25.06.22 12³⁰ UHR ANTONPLATZ WEISSENSEE www.antifa-nordost.org,"GEGEN KRIEG
TASCHISMUS
ZQUERFRONT

Kein Platz für Verschwörungsideolog*innen
und ihre rechtsoffene »Friedenskundgebung«
auf dem Weißenseer Antonplatz!

p[""g 25.06.22 12“ UUR
ANTONPLATZ WEISSENSEE"
0222.jpg,skewed,GEGEN SOZIALE UNGERECHTIGKEIT UND KRIEG DER KOMMT! WEDDING QUERDENKEN GEHT! #b0105wedding #SPAZIERSTOP 1. MAI 13 UHR NETTELBECKPLATZ DIE LINKE WEDDING | OMAS GEGEN RECHTS | GERADEDENKEN KEIN SCHULTERSCHLUSS MIT RECHTEN & ANTISEMIT:INNEN,"Mb„uﬂü'.nl@lo.ti
A |

DIE LINKE WEDDING / OMAS GEGEN RECHTS

„llll$ßlﬂlﬂ'l$ß‘llll&‘b'ﬁlf\ LL
BECHTEN & ANTISEMIT:INNEN"
0223.jpg,fancy,SAMSTAG AB 13:30 UHR Querdenken VERSENKEN AFD is a TRAP IM GÖRLI EINGANG SKALITZER Omas gegen Rechts | GeradeDenken Antiverschwurbelte Aktion,"S

—AB 13:30 UHR"
0224.jpg,skewed,"SPAZIER STOP Lokal Dezentral Überall + Putinfans GEGEN QUERDENKEN UND RECHTS KASTANIENALLEE/ZIONSKIRCHSTRASSE MONTAG, 28.02. 19 UHR JEDEN MONTAG DEMO No 9 NEUER STANDORT","— _ +Putinfans
A GEGEN QUERDENKEN UND RECHTS
KASTANIENALLEE/ ZIONSKIRCHSTRASSE
MONTAG, 28.02. 19 UHR"
0225.jpg,fancy,Berlin! Besser ohne die Junge Alternative. 11.12.21 14.30 Kundgebung Washingtonplatz BERLINER BÜNDNIS GEGEN RECHTS,"Berlin?!
Besser ohuer die
Junge Alternative,
[11.12.21

114.30 Kundgebung"
0226.jpg,simple,Alle Geschlechter willkommen! S+U Schönhauser Allee 13:00 Uhr Barrierearm Maskenblock 08. MÄRZ FEMINISM UNLIMITED DEMONSTRATION,"Alle Geschlechter S: SCHONHAUSSLANGS Barrierearm
willkommen! S d Maskenblock"
0227.jpg,fancy,RAUS ZUM FEMINISTISCHEN KAMPFTAG! 8. MÄRZ DEMO 2025 19 UHR CEIJA STOJKA PLATZ 1070 WIEN FÜR EINEN UNIVERSELLEN FEMINISMUS!,
0228.jpg,skewed,19.04.2025 Einladung zum Gedenkspaziergang ehm. Zwangsarbeiter*innen-Lager Großmotorenwerk der Daimler- Benz AG in Ludwigsfelde und gemeinsame Gedenkminute am Waldfriedhof,"er 19.04.2025 ;'.\
> Einladung \

b
ı zum Gädenkspanergang ;
‘ D /
.

*
r

ehm. Zwangsarbeiter*innen-Laéer
Großmotorenwerk der Daimler- .
Benz AGin Ludwigsfelde und
gemeinsame Gedenkminute ö
. am Waldfriedhof"
0229.jpg,skewed,WIR BLEIBEN ALLE! POLITISCH MOTIVIERTE ABSCHIEBUNGEN STOPPEN DEMO FR. 18. APRIL 16°° ALEX,
0230.jpg,fancy,"PROPAGANDA DER YUPPIESCHWEINE PunkRock_Lyrik gegen die Arbeit Donnerstag, 17.04.25, 19:00 Uhr RegenbogenCafé","PunkRock_Lyrik
gegen die Arbeit

Donnerstag, 17.04.25, 19:00 Uhr
RegenbogenCafe"
0231.jpg,fancy,"STUDENTISCHE FREIRÄUME UND PROTEST AN DER FU VORTRAG IM ROTEN CAFÉ Di, 15. APRIL AB 18 UHR IHNESTR. 22, KELLER VORTRAG UND DISKUSSION KÜFA UND GETRÄNKE (GEGEN SPENDE) GEGEN IHRE KRIEGE","STWDENTZSCHE FRE HAIIH
|‘l\ ET ANDER FU

15 APRII.

AB 286 UHR"
0232.jpg,skewed,"Save the Date! 13.04.25 15–21 Uhr Diskussion, Basteln, Soli-Merch, Crêpes & Drinks Balkanbrücke Frühlingsevent beim Wagenplatz Lohmühle Lohmühlenstraße 17, 12435 B","Save the Date!
13.04.25
15-21 Uhr

Diskussion,

so,i—Mel'ch
Crepe&s
& Drink
Balkanbrücke s
Fruhlmgsevent"
0233.jpg,simple,"DEMONSTRATION 15:00 05.04.2025 U-BERNAUERSTRASSE Für eine demokratische Lösung der kurdischen Frage und die Freilassung von Abdullah Öcalan, dem Repräsentanten des kurdischen Volkes.","DEMONSTRATION

05.04.2025

U-BERNAUERSTRASSE

Für eine demokratische Lösung der
kurdischen Frage und die Freilassung
von Abdullah Öcalan, dem
Repräsentanten des kurdischen Volkes,"
0234.jpg,simple,#TeslaTakedown 5. April - 12 Uhr Kundgebung Tesla Store Wilhelmstr. Berlin,"#TeslaTakedown
5. April - 12 Uhr

Kundgebung

Tesla Store Wilhelmstr. Berlm

ST IT HE
Bewegt Politik"
0235.jpg,simple,NEIN ZUM VETERANENTAG antikieg.blackblogs.org Provisorischer anarchistischer Antikriegsrat Berlin INFOTREFFEN / MOBI GEGEN DEN VETERANENTAG information and mobilization for the protest against the first German Veterans Day 3. April 2025 / 20:00 Fischladen Rigaerstr. 83 / 10247 Berlin U-Bhf Samariterstrasse,"INFOTREFFEN / MOBI GEGEN
DEN VETERANENTAG

information and mobilization for the protest
against the first German Veterans Day

3. April 2025 / 20:00

Fischladen Rigaerstr. 83 / 10247 Berlin
U-Bhf Samariterstrasse"
0236.jpg,simple,"SOLIDARISCHER STAMMTISCH GEGEN 500 MILLIARDEN KRIEGSKREDITE Diskussion & Abendessen am 1. April ab 19:00 im Maggie, Frankfurter Allee 205","SOLIDARISCHER STAMMTISCH GEGEN

Diskussion & Abendessen am 1. April ab
19:00 im Maggie, Frankfurter Allee 205"
0237.jpg,simple,"Kundgebung Gerechtigkeit für Cleo! Gegen Racial Profiling und Transmisogynoir! Mo, 31. März um 12 Uhr Justizzentrum Potsdam Jägerallee 10-12 14469 Potsdam","Gerechtigkeit für Cleo!

Gegen Racial Profiling
und Transmisogynoir!

Mo, _ 31. März um 12 Uhr
Justizzentrum Potsdam
ägerallee 10-12
14469 Potsdam"
0238.jpg,fancy,BLEIBERECHTSKAMPF ABEND 18.00 - 20.00 FLINTA only *create a save space* open mic* 20.00 - 23.00 all gender welcome *BANDS* *THEM PRETTY SONGS* *INTENSIVE SNARE UNIT* 23.00 - open end all gender PARTY im CAFE U Bernkastelerstr. 78 13088 Berlin 28.03,"BLEIRERECHTSKAMPF

D END

Ar .00 - 20.00 FLINTA 00y
/ y ovenie. 0 SOVE SP<U—*‘°FIV\ MC
vr welcomg

(E THEM PRETTY -SONGS%
Gr INTENSIVE SNARE. UNLT#"
0239.jpg,photo,Vergessene Arbeitskämpfe PUNK Abend Eintritt: 8€ Roter Salon in der VOLKSBÜHNE Wann: 24.11. Wer: LITBARSKI + COLORED MOTH 21 UHR arbeitskaempfe@volksbuehne-berlin.de,
0240.jpg,simple,"#KeinFussbreit! Antisemitismus und Rassismus töten - rechter Terror bedroht unsere Gesellschaft! Demonstration: Sonntag - 13.10.2019 - 13 Uhr Bebelplatz - Berlin-Mitte unteilbar.org/keinfussbreit Foto: Allexkoch, CC BY-SA 4.0","#KeinFussbreit!
Antisemitismus und
Rassismus töten -
rechter Terror bedroht
unsere Gesellschaft!
Demonstration:
Sonntag=13.10.2019 - 13 Uhr
Bebelplatz- Berlin-Mitte
unteilbar.org/keinfussbreit

Foto: Allexkoch, CC BY-SA 4.0"
0241.jpg,simple,Spaziergang mit dem Grundgesetz 19.12.2020 Rosa-Luxemburg-Platz 14:30 Uhr DEMOKRATISCHER WIDERSTAND UNTEILBAR NICHTOHNEUNS NICHTOHNEUNS Wie immer top hygienisch! Der Demokratische Widerstand besteht weiterhin * auf die ersten 20 Artikel unserer Verfassung! * auf die Würde der Alten & der Kranken! * auf Beendigung des obrigkeitsstaatlichen Terrors! * auf Beendigung des Notstands-Regimes! * auf Wahlen & umfassende Transparenz! * auf demokratische Regeln für unser künftiges Wirtschaftssystem! Anlass? - LOCKDOWN!,"DEMOKRATISCHER |
WÄiDERSTAND

z
fa
=
=
O|
-
z
en
z

}.
!
|
|
|
/
|
|
#

- I5

‚Der Demokratische Widerstand besteht weiterhin

+ auf die ersten 20 Artikel unserer Verfassung! + auf Beendigung des Notstands-Regimes!
+ auf die Würde der Alten & der Kranken! + auf Wahlen & umfassende Transparenz!
+ auf Beendigung des obrigkeitsstaatlichen Terrors! + auf demokratische Regeln für unser künftiges Wirtschaftssystem!"
0242.jpg,photo,SCHAUT NICHT WEG! Stoppt die Nazikampf- trainings in Weißensee 06.10.2024 DEMO 13 Uhr Antonplatz KEINEN RAUM DEM III. WEG! schautnichtweg.noblogs.org schautnichtweg_,"| [SCHAUT NICHT WEGT] |

A W 1
M

ı 06.10.2024 DEMO
/ R Uhr Antonplatz"
