image,groundtruth_text,ocr_text,CER,WER
0165.jpg,"2000er PARTY Strausberg Kulturpark - Wriezener Str., 15344 Strausberg Am Strand Eintritt 11,90 € Ab 12–23 Uhr DJ Van Tell DJ Tomekk Food & Drinks HAUPTSTADT KULTUR Wir danken unseren Partnern 2024 08.06.2024","PARTY Strausberg Kulturpark  Wriezener St; 15344 Strausberg Am Strand Eintritt 11,90 € Ab 12-23 Uhr DJ Van DJ Tomekk Food & Drinks Wir danken unseren Partnern 2024 MAMPE J08.06.2024 SCHWI (Lays Uipton Tell OD Zuuuer Peps Frankfurter Dorit2s PRINZ [eldschiopchen  Frankfurter Oich draul: Doritzs   PRINZ Van Tell DJ ROCKSTAR OD Food & Drinks DITon KLJßr DJ Van Tell",1.0725,1.1515
0166.jpg,"WORKSHOP: HOW TO KULTURFÖRDERUNG WITH KAROLINE LUCKS 12.03.25 16-19 Clubcommission Office, Brückenstraße 1, 10179 Berlin CLUBCOMMISSION CLUB CULTURE HUB","Clubcommlssion Office Brückenstraße ], CLUB CULTURE HUB WORKSHOP: HOW TO KULTURFÖRDERUNC WITH KAROLINE LUCKS 12.08,.25 16-19 10179 Berlin CLUBCOMMISSION",0.7632,0.8421
0167.jpg,BIM Kulturzentrum auf KulTour Flutopfer-Stiftung von 1962 Samstag · Saturday 08.07.2023 14.00 – 17.00 Seniorenzentrum Nordlandweg Nordlandweg 110 · 22145 Hamburg Kinderfest Children’s festival,BIM Kultur- Flutopfer-Stiftung von 1962 Samstag . Saturday . Cy66ora .4 08.07.2023 14.00- 17.00 Seniorenzentrum Nordlandweg Nordlandweg 110 . 22145 Hamburg Kinderfest Children's festival @ufKullour Samstag . Saturday - Samstag . Saturday . Cy6bora 46 14.00 - 17.00 Nordlandweg 110 22145 Hamburg Cygsota 2,0.8073,1.2917
0169.jpeg,"in Vorbereitung auf den 8. März Mexiko: Im schwarzen Block der Feministinnen ARTE Reportage KURZFILMABEND 2. MÄRZ | 17:00 | ELELE Inang Maynila Life under martial law as a rebellious Catholic schoolgirl in the Philippines In the toilet there was a big window, that's where we'd smoke.",8 n Mexiko; lm schwarzen Block der Feministinnen ARTE Rlelportage Inang Maynila relellious Catholic schoolgirl in the Philippines In the toilet there was big windov smoke V0 r b e r e i t u n g a U f d e n 8  Mä r z KURZFILMABEND Life under martial law as a at 's where we'd 2MARZI 17001 ELELE Mexiko: schwarzen Block der Im Weg,0.8451,1.3404
0170.jpeg,"fembi Plakate malen für den feministischen Kampftag! Am 04. März 2025 Ab 19.30 Uhr im Café Cralle Hochstädter Str. 10a, 13347 Berlin-Wedding","fembi Plakate maleh fur den feministischen Kampftag! Am 04. März 2025 Ab 19.30 Uhr im Cafe Cralle Hochstädter Str.1oa, 13347 Berlin-Wedding 13347 Berlin-Wedding Am März 2025 04 Plakate Malo -",0.4071,0.5909
0171.jpg,"Eltern stehen auf Rheinland-Pfalz Wir sind das Licht! # Masken-frei     # Abstands-frei # Quarantäne-frei     # freie Impfentscheidung Spaziergang jeden Tag im LockDown Ab Montag, 2.11. 19:00 - 19:30 Uhr Start Marktplatz in jeder Stadt/Ort KOMMT ALLE! Taschenlampe, Handy-Lampe, Laterne Die Leute werden neugierig sein und alle sehen. Es werden so immer mehr werden. Keine Anmeldung jeder für sich. Keiner kann uns so aufhalten! ElternStehenAuf.de   https://t.me/ElternStehen_RLP","Eltern Masken-frei #Abstands-frei # Quarantäne-frei # freie Impfentscheidung Spaziergang jeden im LockDown Ab Montag 2.11. 19.00 19:30 Uhr Start Marktplatz in jeder Stadt/Ort KOMMT ALLE! Taschenlampe, Handy-Lampe, Laterne Die Leute werden neugierig sein und alle sehen: Es_werden Keiner kann uns so aufhalten! ElternStehenAuf de https:/lt me/ElternStehen_RLP Tag stehen auf Rheinland-Pfalz Wir sind das Licht! so immer mehr werden. Keine Anmeldung für sich. Keiner kann uns so aufhalterg jeder  Ab Montag, 2.11 so immer mehr werden. Keine I 2 Die Leute werden sein und allle sehen Eswerden 80 immmer mehr Keine neugierig sein und alle sehen; Es werden 19.00 - 19.30 Uhr jeder",0.7704,1.0769
0172.jpg,"Stadtlauf STÄRKE ZEIGEN GEMEINSAM GEGEN GEWALT AN FRAUEN 6 km Hanau Marktplatz 2016 17 Uhr 16. September www.hanauerstadtlauf.de Veranstalter: Magistrat der Stadt Hanau, Frauenbüro und Fachstelle Sport - Main-Kinzig-Kreis, Referat für Frauen und Chancengleichheit - 1. Hanauer Lauftreff - Sportkreis Main-Kinzig e.V.",0 [Stacdlauf STÄRKE ZEIGEN GEMEINSAM GEGEN GEWAGT AN FRAUEN 6 km 2016 177 Ubr Markiplaiz 16 September Wwwhanauerstadtlaufsde GoODYEAR DUNLOP BARMeR upicore AHSB ISWH Krciswcrkg MKK 8*00*00 Stauf in STARKE ZEIGEN STÄRKE ZEIGEN Hanau Stadtwerke Hanau Markts GEK AN FRAUEN GALERIA 6 Soonkrci Mon-Kazack 1 5: d,0.6234,0.9286
0173.jpg,DEMONSTRATION FÜR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZE! 14. NOVEMBER 14 UHR BRANDENBURGER TOR,"DEMONSTRATION FUR DIE AUFNAHME DER MENSCHEN AN DER POLNISCH BELARUSSISCHEN GRENZEI 14 NOVEMBER 14 UHR BRANDENBURGER TOR 0 0 ,",0.075,0.3529
0176.jpg,"Samstag, 30.11.2024, 11–13 Uhr CODING in der Feuerwache Bibliothek “Alte Feuerwache” Michael-Brückner-Str. 9, Schöneweide Bring ein Laptop oder Tablet mit oder reserviere ein Leihgerät! KOSTENLOS PROGRAMMIEREN LERNEN JETZT ANMELDEN! https://pretix.eu/dojosw/ https://coderdojo-schoeneweide.de","Samslag; 30,11.2024, 11-13 Uhr der Feuerwache Billiothek 'Alte Feuerwache"" Michael-Brückner-Str. 9, Schöneweide Bring ein Laptop oder Tablet mit oder reserviere ein Leihgerät! K@STENIL@S JETZT ANMELDEN! https://pretix eu/dojosw/ CODING PROGRAMMIEREN LERNEN https:| /coderdojo-schoeneweide.de ein Laptop oder Tablet mit Bring",0.3562,0.7097
0177.jpg,"STOPPT DIE AfD SOMMER, SONNE, ANTIFA! DEMO SOMMERFEST DER AFD VERMIESEN Demo gegen das Sommerfest der AfD in Templin SAMSTAG 07.09. 14:00 Uhr Am Markt 11 17268 Templin Austehen-gegen-Rassismus.de","DIE SONNE DEMO SOMMERFEST DER AFD VERMIESEN Demo gegen das SAMSTAG Sommerfest der AfD in Templin Am Markt 11 17268 Templin Austehen-gegen-Rassismus de STOPPT_ AfD SOMMER, 0 07.09. 14.00 Uhr VVI-BdA PRENZLAU BD 07.09 14.00 Uhr",0.7026,0.8276
0178.jpg,JETZT KARTEN SICHERN! dance first tanzfestival juni/juli 2024 DI 16.07.24 Stadtsaal Fürstenfeldbruck KROATISCHES NATIONALBALLETT TRANSPARADA Choreografie: Maša Kolar / Mauro Bigonzetti / Marco Goecke / Nadav Zelner www.dancefirst.de,JETZT dance 1 iiist DI 16.07.24 1 Stadtsaal Fürstenfeldbruck KROATISCHES NATIONALBALLETT TRANSPARADA Choreografie: Masa Kolar / Mauro Bigonzenti Marco Goecke Nadav Zelner WWwsdancefirstsde SICHERN! KARTEN Marco Goecke / Nadav Zelner Masa Kolar Mauro Bigonzeiti 8 1 Ji,0.5862,0.8214
0179.jpg,Rechts- extremismus stoppen In Europa & vor Ort DEMOS im ganzen Land 23.5. bis 8.6.24 Demokratie verteidigen rechtsextremismus-stoppen.de,Rechts- extremismus stoppen] In Europa vor Ort ganzen Land 28.5- bis 8.6.24 Demokratiel verteidigen rechtsextremnismus-stoppen de im 23.5 bis 8.6.24 DEMOS,0.3066,0.7222
0180.jpg,IS PALESTINE A FEMINIST ISSUE?! ZUR VERSCHRÄNKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMUS Vortrag & Diskussion mit Cordula Trunk Do 19.12. 19:00 Uhr about blank Markgrafendamm 24c,IS PALESTINE A FEMINIST ISSUE?I ZUR VERSCHRANKUNG VON (QUEER-)FEMINISMUS UND ANTISEMITISMUS & Diskussion mit Do 19.12. 19:00 Uhr Vortrag & Diskussion mit Cordula Trunk 4 FEMINIST ; Trunk 8 | 2 5,0.4199,0.68
0181.jpg,"ES IST WIEDER SOWEIT! IN RAHLSTEDT IST WAS LOS, Digga! 28. Rahlstedter KULTUR WOCHEN 31. AUGUST – 18. OKTOBER 2024 VERSCHIEDENE ORTE IN RAHLSTEDT RAHLSTEDTER KULTURWOCHEN","ES IST WIEDER SOWEIT! IN RAHLSTEDT IST WAS LOS, Digga! 31.AUGUST 18.OKTOBER 2024 VERSCHIEDENE ORTE IN RAHLSTEDT KULTUR WOCHEN 5 RAHLSTEDT g S1AUGUST - 18 OKTOBER 2024 8",0.4471,0.6923
0182.jpg,ANTIFA-BLOCK AUF DER LICHTENHAGEN-DEMO 27.08.2022 – Rostock-Lichtenhagen DAS BISSCHEN TOTSCHLAG... DEUTSCHE ZUSTÄNDE AUFMISCHEN 30 JAHRE NACH DEN POGROMEN »ERINNERST DU DICH NOCH AN ROSTOCK-LICHTENHAGEN« BUNDESWEITE DEMO IN ROSTOCK: 27. AUGUST 2022,"ANTIFA-BLOCK AUF DER LICHTENHAGEN-DEMO 27,08,2022 - Rostock-Lichtenhagen DED ZUSTHNDE 30 bundesweite AUFMISCHEN | PiSSCHEN TOTSCHLAG. NACH DEN POGROMEN ""ERINNERST DU DICH NOCH Dhc rGHE JAHRE AN 27 08,2022 Rostock-Lichtenhagen EOSTOCK-LICHTENHAGEN?"" BUNDESWEITE DeMc august 2022 AUF DER LICHTENHAGEN-DEMO DEUrcHE ea TOTSCHLAG .",0.6411,0.9032
0183.jpg,RAVE KUNDGEBUNG KASTANIENALLEE 86 BERLIN SUN 14TH APRIL NOON TO 8 PM (SHARP) TUNTENHAUS BLEIBT,KASTANIENALLEE 86 BERLIN SUNOATH APRIL [OONTO 8 PM (SHARP) 8 BLEBT nDGEBUN,0.383,0.6
0185.jpg,Eintritt frei! fürstenfelder TÖPFER & KUNST HAND WERKER MARKT 10–18 Uhr 10.+11.08.24 Fürstenfeldbruck,10-18 Uhr 10.+11.08.24 Fürstenfeldbruck Eintritt WERKER 1 MARKT TÖPFER 4,0.802,0.9231
0186.jpg,"RELEASE Freitag, 11. Oktober 2024 Einlass ab 18 Uhr Beginn: 19 Uhr im ://about blank Markgrafendamm 24c 10245 Berlin Musik: DJ Andreas Michalke mit Schallplatten aus Marseille FRENCH CONNECTION PARTY Eine Veranstaltung des disko e.V.","RELEASED Fetagber 2024 A Einlass ab 18 Uhr Beginn: 19 Uhr im :/ labout blank Markgrafendamm24c 10245 Berlin Musik: DJ Andreas Michalke mit Schallplatten aus Marseille FRENCH Eine Veranstaltung des CONNECTION diskc Freitag, 11. Oktober 2024 im :labout blank 4",0.3605,0.6
0187.jpg,"Autobahn-Abrissparty Rückbau statt Neubau – Stadtraum für alle Brücke überm Breitenbachplatz Sonntag, 2.6.24 | 16 - 20 Uhr","Autobahn- Abrissparty Buckbau statt Neubau /16  20 0 lebenslaute AUF Bi-Vuhlheide extindion [QUEERMANY BUND PswerShift :labout blank volksentscheid VERKEHRSINIIIATIVEN , f u s CLUB BUND Greenpeacrn aucofrei ev Brücke dbberm Breitenbachplatz Sonntag;  2.6.24 Ubr Stadtraum für alle 4 Berlin VERKEHRS TIATIVEN Futur Be omas 91Y CHANCiNC Berlline 16-20 Ta 400 = slubliehe Cifs BUND jugend Berlin Burgeripiative P",2.4754,2.9444
0190.jpg,"AUF DER AUTOBAHN SPEKTAKEL WORKSHOP 20.11.2022 ZUKUNFT AM OSTKREUZ LASKERSTRASSE 5, 10245 BERLIN 14–19 UHR","20,11.2022 LASKERSTRASSE 5 , 10245 BERLIN 14-19 UHR 1 2 6 5 "" @d 2 23",0.7264,1.0667
0191.jpg,STURZ dem IMPERIALISMUS 27.02 18:00 Uhr Oranienplatz Nein zur Zeitenwende Stoppt den Krieg in Kurdistan! WK WIDERSTANDSKOMITEE,Uhr Jatz 71 2702) Nein Zeitenwvende Stoppt 'Kurdistan zur inKurdistan 18800 Uhr oranienplatz denKriees WK,0.7698,0.8824
0193.jpg,"RAUS GEGA NGEN EROBIQUE NEUJAHRS PARTY FESTSAAL KREUZBERG MI, 01.01. AB 21:00 UHR TIPP","BAUS NGEN n EROBIQUE NEUJAHRS PARTY FESTSAAL KREUZBERG MI 01.04. AB 21:00 UHR FIPPSTAG TAGESTI 1 GEGA MI, 01.04. AB 241:00 UHR P 04.04. AB 24.00 UHR",0.8953,1.3571
0194.jpg,VIELFALT. KULTUR. LEBEN A100 WEGBASSEN! SA 17.05.2025 S TREPTOWER PARK 14–17 UHR Protestfest für Kinder und Erwachsene 17–22 UHR Protestrave,VIELFALI SA 17.05.102 TREPTOIIER PARK _ Kinder Erwachsene 8 A1oo :Mabout blank ELSE CAMPACT 2025 und L E B E N A7oo WEGBASSEN! S 14-17 UHR Protestfest für Kinder und Erwachsene 17-22 UHR Protestrave QUEERMANY A DENKEN KULTUR . XKi 1a #2 Wegbassen! Wegbassen! XK?,1.1786,1.85
0195.jpg,BERLIN ACTION ANTICAPITALIST-ANTIFASCIST DAS MONOPOL ZERSCHLAGEN! TOWER TO THE PEOPLE! 26.10 Schleidenplatz 16:30 Uhr FCK AMZN,DAS TOwER Schleidenplatz 26.10 AMZN ZERSCHLACEN' MONOPOL PEOPLE! 16-30 Uhr BERZIN TO The 8n,0.6984,0.9375
0196.jpg,26.4 WHOSE STREETS? ANTIFA HEIßT ANGRIFF WIDERSTAND WIE NOCH NIE BERLIN BERLIN ANTIFA! NAZI-AUFMARSCH VERHINDERN! 12:15 - Start S Friedrichstraße (Südseite) 13:00 - Zwischenkundgebung Bebelplatz 13:30 - Gegenprotest Neptunbrunnen (Nähe Startplatz rechte Demo) → Weitere Route: Infos folgen!,NAZI-AUFMARSCH VERHINDERN! 12.15 Start $ Friedrichstraße (Südseite) 13.00 Zwischenkundgebung Bebelplatz 13.30 Gegenprotest Neptunbrunnen (Nähe Startplatz rechte Demo) Weitere Route: Infos folgen! Whose BERLIN BERLIN ANTIFA! HEIRT Stree7s {DRSTAND AvTIFA BERLIN BERLIN ANTIFA] ANGPE,0.6379,0.8684
0197.jpg,DER AfD WIDER- SETZEN 22.2.25 12:30 DEMO S HOHENSCHÖNHAUSEN VORTREFFPUNKT DEMO 12:00  S LICHTENBERG 13:00 KUNDGEBUNG PREROWER PLATZ,WIDER SHIZEN 22.2.25 12830 DEMO S HOHENSCHÖNHAUSEN 13800 KUNDGEBUNG PREROWER PLATZ VORTREFFPUNKT 1200 DEMO LICHTENBERG DER AfD 5 ERG MT [7I REFFPUNKT,0.6183,1.0
0198.jpg,"ZEIT ZU HANDELN AFD-WAHLPARTY STÖREN! FIGHT AfD! SONNTAG, 23.2. WAHLTAGPROTEST 15.30 UHR SAMMELPUNKT Eingang Gesundbrunnen Center antifaschistisch · queerfeministisch · klimagerecht antirassistisch · klassenkämpferisch","ZEITT ZU HANDELN AFD-WAHLPARTY STÖRENI A SONNTAG, 23.2 WAHLTAGPROTEST 15.30 UHR SAMMELPUNKT Eingang Gesundbrunnen Center antifaschistisch - queerfeministisch . klimagerecht antirassistisch klassenkämpferisch FC 1l 15.30 UHR SAMMELPUNKT 9 ZEIT ZU HANDELN",0.2798,0.7083
0199.jpg,"RECHTEN MARSCH DURCH MITTE SAMSTAG, 22.02.25 SCHIFFBAUERDAMM 1 AB 11:30 UHR STOPPEN! FÜR EINE VIELFÄLTIGE UND SOLIDARISCHE GESELLSCHAFT!",RECHTEN MARSCH DURCHMITTE SAMSTAG 22.02.25 AFD FÜR EINE VIELFÄLTIGE UND SOLIDARISCHE GESELLSCHAFT! STOPPEN! SCHIFFBAUERDAMM 1 AB 11:30 UHR 58,0.6029,0.8889
0200.jpg,NEIN ZUR AFD! DER AFD KEINE PLATTE LASSEN! 22.02.2025 AB 13:00 UHR GEGEN DIE AFD ABSCHLUSSKUNDGEBUNG UND IHRE POLITIK! PREROWER PLATZ NEU – HOHENSCHÖNHAUSEN,DER AFD KEINE PLATTE LASSENI 22.02.2025 AB 13.00 UHR ABSCHLUSSKUNDCEBUNG UND IHRE POLITIK ! PRERCWER PLATZ 13 NEU HCHENSCHÖNHAUSEN ANTIFA NEIN ZUR AFDI 151 OFFENER GEGEN DIE AFD,0.5513,0.9583
0201.jpg,Brandmauer durch Merz und Co. gefallen Gegen die Normalisierung von Transfeindlichkeit und Faschismus! So 09.02. Willy-Brandt-Haus 15.0 Uhr Protestzug zur CDU Bundesgeschäftsstelle Unsere Protestwelle: 27.01 - 9.02 - 20.02 - 22.02,Co. S-09.>2 Willy-Brandt-Haus 15 . 0 U h r Protestzug zur CDU Bundesgeschäftsstelle Unsere Protestwelle: 27.01 2 9.02 20.02 22.02 Brandmauer gefallen und Merz durch von Normalisierung - Faschismus! die und Gegen Transfeindlichkeit 2 Protestzug zur Unsere Protestwelle: 27.01 - 9.02 -20.02 s909. Unsere Protestwelle: 27.01 - 9.02 -20.02 - 22.02 unci Faschismus Normalisierungvon 15 0,1.1217,1.4516
0202.jpg,"Gegen Faschismus, Queer- und Frauen- Feindlichkeit! 14.12. ca. 12.30 Uhr Friedrichshain Markgrafendamm 24c & 25 Neuwahlen? Jetzt erst recht: für ein buntes statt braunes Berlin! Klima statt Hetze Nazi Aufmarsch verhindern Neuwahlen? Jetzt Erstrecht: wider­setzen! WERDE nun aktiv Gegenprotest – dem Naziaufmarsch widersetzen – nun aktiv werden! ORDNER*INNEN & AWARENESS GESUCHT",Gegen Faschismus; Queer- und Frauen- Feindlichkencg 14 0 12 0 ein 0 & 25 Aufmarsch NETZWERK AFD QUEERFEM Gegenprotest dem Naziaufmarsch widersetzen nun aktiv werden! ORDNER*INNEN & AWARENESS GESUCHT OSTKREUZ CLUB Berli BerUn rechtg erst Jetzt [untes Neuwahlen? Berlin cao braunes stact Friedrichshain Markgrafendamm WERDE KKlima Nazi Jetzt aktiv statt Hetze wviderseteng Qucer AFD Kiez FuR AllE für 24c Neuwahlen? ca. 12.30 Uhri @ To 12.30 Uhri 80 SCHiS Uhrf erhner ern vcrhind 14.12 . Jl 402 Ln 0,0.9204,1.3529
0203.jpg,"SUBKULTUR GEGEN AMAZON Dogshit Skatepark Nähe S+U Bfh Warschauerstr. 29.11, ab 17:30h % FOR SALE % TOWER TO THE PEOPLE 161 FUCK OFF ACAB 1312","Dogshit Skatepark Nähe 8+U Bhf Warschauerstu uch 0 0 8 NAB 29//,ab 1730h ( 4 0",0.6241,0.88
0204.jpg,14.00 Uhr 16.11. Friedrichshain Forckenbeckplatz Berlin es reicht: transfeindlichkeit tötet Neuwahlen erstrecht: kämpfen statt sterben! klima statt Hetze OPEN MIC optional ANONYM Neuwahlen: Faschismus tötet - nun widersetzen! ORDNER*INNEN UND AWARENESS GESUCHT Forckenbeckplatz (Start) über Rigaer sowie Frankfurter Tor (Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung),1400 Uhr Friedrichshain Berlin @S statt power Neuwahlen: tötet nun OPEN MIC [optional ANONYM widersetzen! Guppe NETZWERK Hd QUEERFEM dublihe ORDNER*INNEN UND SCIENTIST LETZTE AWARENESS GESUCHT GENERATION Forckenbeckplatz (Start) über Rigaer  sowie Frankfurter Tor (Zwischenkundgebung) zum Mariannenplatz (Abschlusskundgebung) Neuwahler erstrecht: klima reicht; statt transfeindlichkeit| Hetze tBcec sterben Forckenbeckplatz 16.11. whata BUND kämpfen TuRe Kiios Quacrs Geaade Berli 8 ! 16. 11. ORDNER*INN 1,0.9239,1.1395
0205.jpg,ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen! Solidarisch gegen den Rechtsruck antifaschistisch · queerfeministisch · klassenkämpferisch · klimagerecht Kundgebung 14:20 Uhr | Potsdam Hbf. Demo gegen die AfD-Wahlparty 16 Uhr | Bhf. Potsdam-Marquardt Anreise aus Potsdam: 15:36 Uhr | Hbf. (Gleis 1 | RB 21) Anreise aus Berlin: 13:21 Uhr | Ostkreuz (Gleis 5 S7) 22.09.2024 | Potsdam,ZEIT ZU HANDELN Die AfD-Party zur Landtagswahl versauen! @R GLOBAL STRIKE LOCAL! THINK Solidarisch gegen den Rechtsruck antifaschistisch * queerfeministisch - klassenkämpferisch { klimagerecht Kundgebung 1420 Uhr Potsdam Hbfo Demo gegen die Afp-Wjahlparty 16 Uhr Bhf: Potsdam-Marquardt Anreise aus Potsdam; 15838 Uhr Hbf (Gleis 1 [ RB 21) Anreise aus Berlin: 1321 Uhr | Ostlareuz (Gleis 5 sz) 22.09.2024 Potsdam Poisds 4 Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1 | RB 21) Fondam am Anreise aus Berling 1321 Uhr @stlareuz (Gleis 5 S7) Anreise aus Potsdam: 15.36 Uhr | Hbf. (Gleis 1 FUT klimagerecht Demo gegen die AfD-Wahlparty THINK GLOBAL Bhf: Potsdam Marquardt nu: (wow,0.8128,1.1017
0206.jpg,"ZEIT ZU HANDELN - GEGEN DIE AFD-WAHLPARTY IN BERLIN! AfD Wahlparty-Ort ist nun bekannt, Gegenprotest nun alle teilen! 17 UHR | Berlin Alt-Blankenburg 12 Nähe S-Bhf. Blankenburg zeitzuhandeln.org",ZEIT ZU HANDELN GEGENDIE AFD-WAHLPARTY INBERLIN! list bekannt; 17 UHR | Berlin Alt-Blankenburg 12 Nähe S-Bhf. Blankenburg zeitzuhhandeln org Wahlparty-Ort AfD nun Keine Gegenprotest teilenl alle nun 'AlAfD GENERATION Akilos Diduin ASCHIS YA 17 UHR Berlin Baa xewesist h,0.933,1.1429
0207.jpg,Frankfurt bleibt bunt! Schöner ohne AfD! 16. August - ab 15:30 Uhr Nähe Marktplatz Gegenkundgebung mit Kultur,Bchöner AfD! 16 Auguso Frankfurt bleibf buntl Nähe Markkiplafz ohne @b 16830 Uhr buntE Uhr Nähe 'platz August 16 Frankfur 1 Schä,0.8073,1.1765
0208.jpg,"ELSÄSSER, HALTS MAUL! Sa 13.7.24 Demo gegen das Compact Magazin Startpunkt 15:00 Uhr Falkensee Bahnhof gemeinsame Anreise: 14:05 Ostkreuz Gl. 2 mit Musik von Paul Geigerzähler V.I.S.D.P Otto Roth, Lilienstraße 161, 14612 Falkensee","ELSÄSSER Sa 13 .7 24 7 Demo gegen das HALTS MAUL ! Compact Magazin Startpunkt 15:00 Uhr Falkensee Bahnhof gemeinsame Anreise: 14:05 Ostkreuz Gl 2 mit Musik von Paul Geigerzähler V,I.S.D.P Otto Roth Lilienstraße 161, 4612 Falkensee 13 .7.24 Demo gegen das Falkensee Bahnhof 14:05 Ostkreuz Paul Geigerzähler AlKENSE gemeinsame Anreise: VI.s.D 161 mit Musik von 13 7.24",0.7391,1.0303
0209.jpg,"INFOS: Mach Dich schlau & dann mach mit widersetzen.com AfD Parteitag verhindern 28. – 30. Juni 2024 in Essen Freitag, 19 Uhr: Rave-Demo & großes Aktionsplenum Samstag, 6 Uhr: Demonstrationen & massenhaftes Widersetzen Mit dem Bus nach Essen! Gemeinsam widersetzen",INFOS: widersetzen com Mach Dich schlau & dann mach mit AfD verhindern 9 Mit dem Bus Essen! 28. [ 30. Juni 2024 in Essen Freitag; 19Uhr: Rave-Demo & großes Aktionsplenum Samstag; 6Uhr: Demonstrationen & massenhaftes Widersetzen Parteitag nach widersetzen wiclersetz 28. = 30. Juni 2024 in Essen ersezen Freitag; 19 Uhr: Rave-Demo großes Aktionsplenum Samstag; 6 Uhr: Demonstrationen mnassenhaftes Widersetzen,0.7538,1.0
0210.jpg,SUBCULTURE AGAINST PATRIARCHY! DEMO  08.03.2024 14:00–20:00 START: STRALAUER PLATZ (OSTBAHNHOF) + AFTERPARTY,DEIIO 08.03.2024 AFTERPARTY AGINST PATRIARCHYX 14:00-20:00 START: STRALAUER PLATI (OSTBAHIHOF) SBLOTURE,0.5093,0.8333
0211.jpg,"Sonntag, 16 Uhr BUNDESTAG 21.01.24 16:00 BUNDESTAG ZUSAMMEN GEGEN RECHTS wir bleiben präsent","BLaU s T Sonntag, 16Uhr BUADESEAG 21.01.24 16.00 BUNDESTAG ZUSAMMEN GEGEN RECHTS mir bleiben MAZIS präsent IS INE wir NAZ RAUS] bLeiben bleiben_präsent BUNDEST 8 sonh 24 16",0.9348,1.6154
0212.jpg,FRAUEN- SCHLÄGER AUS DER STADT JAGEN! GEGEN DEN AUFTRITT VON TOM SCHWARZ! @FRAUENKAMPFTAG.SFO | @KEINESHOWFUERTAETER_BERLIN Demo: 25. November 2023 16:30 Uhr * Boxhagener Platz * Berlin Internationaler Tag zur Beseitigung patriarchaler Gewalt KEINE SHOWS FÜR TÄTER!,RENE FRAUENKAMPETAG SFO Demo: 25. November 2023 16.30 Uhr Boxhagener Platz Berlin [nternationaler Tag_zur Beseitigung_potriarchaler Gewal frayen Aus Den Gegen Von ToM Der FüR TATERI @ FRAUENKAMPFTAGSFO | @ KEINESHOWFUERTAETER_BERLIN Demo: 25 November 2023 [Internationaler ZUr Beseitigung patriorchaler Gewalt SCHWAR2! Tag 7 KEINE SHOWFUERTAETER_BERLIN StaDt Auftrtt <,0.9396,1.2222
0213.jpg,"KEINE PROFITE MIT VERSCHWÖRUNGS- IDEOLOGIEN Ganser raus aus der Stadthalle! DEMONSTRATION 22.10.23 FALKENSEE 17:30 UHR | BAHNHOF FKS V.i.S.d.P.: Otto Roth, Lilienstraße 161, 14612 Falkensee @afa.fks","KEINE PROFITE MIT VERSCHWÖRUNGS - IDEOLOGIEN Ganser raus aus der Stadthalle! DEMONSTRATION AFA 22.10.23 FALKENSEE FALKENSEE 17.30 UHR | BAHNHOF FKS vISdP: Otto Roth, Lilienstraße 161,14612 Falkensee @afa fks @",0.1364,0.4231
0214.jpg,KEIN RAMMSTEIN VOR GERICHT STATT AUF DIE BÜHNE! STOMP THE PATRIARCHY 15.07.23 IN BERLIN SA. 15. JULI – 14:30 UHR THEODOR-HEUSS-PLATZ CA. 16:00 UHR – OLYMPIASTADION + MUSIK,1 07.2 UN SA. 15.JULI 14.30 UHR THEODOR-HEUSS-PLATZ CA 16.00 UHR OLYMPIASTADION + MUSIK K4W RN 4 R 7 4 4 9 KMM)TZIN ^ 2 0 4 @ KMM)TXIN 8 2 OLYMPIASTADION MUSIK < < 1 7 7 < 6 9,0.8304,1.4286
0215.jpg,HUMMUS & BASS STATT HETZE & HASS ANTIFA PICKNICK GEGEN QUERDENKEN PARTY IM MAUERPARK SAMSTAG 3.6. ab 16.30 UHR,"HUMMUS & BASS STATT HETZE & HASS ANTIFA PICKNICK QUERDENKEN PARTY IM MAUERPARK GERADEDENKEN SAHSTAG 16,30 3,6 Uhr GEGEN ab RIGHT JO RESIST",0.4545,0.5263
0216.jpg,KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH ’23 SAMSTAG 08.04. AB 13 UHR ➤ MÜLLERSTRASSE 146 Warum Linkssein.. ..nicht vor Konservatismus schützt.. HUFEISENTHEORIE ?QUERFRONT? ..Die Hufeisentheorie aber trotzdem falsch ist.,"KRITISCHE PERSPEKTIVE AUF DEN OSTERMARSCH 23 SAMSTAG 08.04. AB 13 UHR MÜLLERSTRASSE 146 Warum Linkssein  ""nicht vor Konservatismus schützt. Die Hufeisentheorie GERADEDENKEN ~QUERFRONT? HUFEISE @IGHT TO RESIST aber trotzdem lalschist. PHEORDE @righttoresistua aber trotzdem ist. (C",0.4751,0.6786
