image,gt_line,ocr_line,CER,WER
0135.jpg,"Wann? 8. März 2025, 13:00 Uhr","Wann? 8.März 2025, 13O0 Uhr",0.1034,0.5
0135.jpg,Für,Für,0.0,0.0
0135.jpg,Feminismus,Feminismus',0.1,1.0
0135.jpg,ohne,tohne,0.25,1.0
0135.jpg,Grenzen!,Grenzeni,0.125,1.0
0135.jpg,FEMINISM UNLIMITED,,1.0,1.0
0136.jpg,GEGEN JEDE,GEGEN JEDE,0.0,0.0
0136.jpg,NAZI PROPAGANDA!,NAZIPR OPAGANDA !,0.1875,1.5
0136.jpg,MARTIN SELLNER VON DER,MARTIN SELLNER VON DER,0.0,0.0
0136.jpg,STRASSE FEGEN!,STRASSE FEGENI,0.0714,0.5
0136.jpg,HEUTE! ★ 27.02. ★ 18:15 UHR,,1.0,1.0
0136.jpg,Kundgebung an der “Grünen Lampe”,"Kundgebung an der ""Grünen Lampe""",0.0625,0.4
0136.jpg,Uhlandstraße 51,Uhlandstraße 51,0.0,0.0
0136.jpg,Widersetzen Berlin,Widersetzen Berlin,0.0,0.0
0137.jpg,Omas-on-Stage,Omas-on Stage,0.0769,2.0
0137.jpg,beim Kultursommer,beim Kultursommer,0.0,0.0
0137.jpg,Politischer Aktivismus mit Kunst,Politischer Aktivismus mit Kunst,0.0,0.0
0137.jpg,"Samstag, 9. Juli 2022, 18.30","Samstag; 9 Juli 2022, 18.30",0.0714,0.4
0137.jpg,"Mortarapark, 1200 Wien",Mortarapark; 1200 Wien,0.0455,0.3333
0137.jpg,"Sonntag, 10. Juli 2022, 18.30","Sonntag; 10. Juli 2022, 18.30",0.0345,0.2
0137.jpg,"Muthsamgasse, 1140 Wien",Muthsamgasse; 1140 Wien,0.0435,0.3333
0137.jpg,FREIER EINTRITT,FREIER EINTRITT,0.0,0.0
0139.jpg,ZENTRUM KREUZBERG,,1.0,1.0
0139.jpg,MEHR POLIZEI?,MEHR POLIZEI?,0.0,0.0
0139.jpg,NICHTS ZU FEIERN,NICHTS ZU FEIERN,0.0,0.0
0139.jpg,WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME!,WIR BLEIBEN DABEI: SOZIALE LÖSUNGEN FÜR SOZIALE PROBLEME!,0.0,0.0
0139.jpg,KUNDGEBUNG,KUNDGEBUNG,0.0,0.0
0139.jpg,GEGEN DIE ERÖFFNUNGSFEIER DER KOTTI-WACHE,,1.0,1.0
0139.jpg,15.02. AB 9:00 KOTTBUSSER TOR,15-02 4B 9800 KOTTBUSSER TOR,0.1379,0.6
0139.jpg,WACHE AM KOTTI? NOT WELCOME,WACHE AM KOTTI? NOT WELCOME,0.0,0.0
0140.jpg,"Samstag, 03.02.2024 von 11–13.30 Uhr",Samstag; 03.02.2024 von 11-13.30 Uhr,0.0556,0.4
0140.jpg,WORKSHOP,WORKSHOP,0.0,0.0
0140.jpg,Motion-Capture,,1.0,1.0
0140.jpg,HTW in Schöneweide,HTW in Schöneweide,0.0,0.0
0140.jpg,Wer?,Wer?,0.0,0.0
0140.jpg,- Alle zwischen 7 & 17 Jahren,Alle zwischen 7 & 17 Jahren,0.069,0.1429
0140.jpg,* Vorkenntnisse sind nicht notwendig.,Vorkenntnisse sind nicht notwendig;,0.0811,0.4
0140.jpg,Was mitbringen?,Was mitbringen?,0.0,0.0
0140.jpg,- Laptop oder Tablet mit Kamera,Laptop oder Tablet mit Kamera,0.0645,0.1667
0140.jpg,* Laptops können auch bei uns angefragt werden!,'Laptops konnen auch bei uns angefragt werden},0.0851,0.5
0140.jpg,JETZT KOSTENLOS ANMELDEN!,JETZT KOSTENLOS ANMELDEN!,0.0,0.0
0140.jpg,https://pretix.eu/dojosw/,https://pretix eu/dojosw/,0.04,2.0
0142.jpeg,NAZIANGRIFFE NICHT,MAZIANGRIFFENICHT,0.1111,1.0
0142.jpeg,UNBEANTWORTET LASSEN,UNBEANTWORTET LASSEN,0.0,0.0
0142.jpeg,Demonstration nach Naziangriff auf,Demonstration nach Naziangriff auf,0.0,0.0
0142.jpeg,Geflüchtetenunterkunft in,Geflüchtetenunterkunft in,0.0,0.0
0142.jpeg,Stahnsdorf,Stahnsdorf,0.0,0.0
0142.jpeg,- Solidarität mit den Betroffenen -,Solidarität mit den Betroffenen,0.1143,0.3333
0142.jpeg,14.03.2025,14.03.2025,0.0,0.0
0142.jpeg,Demo:,Demo:,0.0,0.0
0142.jpeg,17:30 S Teltow Stadt,17.30 S Teltow Stadt,0.05,0.25
0142.jpeg,Kundgebung:,Kundgebung,0.0909,1.0
0142.jpeg,19:00 Iserstraße,"19,00 Iserstraße",0.0625,0.5
0142.jpeg,Ecke Elbestraße,Ecke Elbestraße,0.0,0.0
0143.jpg,Ostkreuz nicht den Nazis,Ostkreuz nicht den Nazis,0.0,0.0
0143.jpg,überlassen!,überlassen!,0.0,0.0
0143.jpg,"So, 14.07.",14.07.,0.4,0.5
0143.jpg,14:00 Uhr,14.00 Uhr,0.1111,0.5
0143.jpg,Ostkreuz,Ostkreuz,0.0,0.0
0145.jpg,A100,,1.0,1.0
0145.jpg,WEGBASSEN!,WEGBASSEN},0.1,1.0
0145.jpg,SOLI-RAVE,,1.0,1.0
0145.jpg,RAVE,RAVE,0.0,0.0
0145.jpg,LIVE ACTS,LIVE ACTS,0.0,0.0
0145.jpg,PANEL DISCUSSION,PANEL DISCUSSION,0.0,0.0
0145.jpg,06.10.2023,06.10.2023,0.0,0.0
0145.jpg,20:00 - 10:00,,1.0,1.0
0145.jpg,MENSCH MEIER,MENSCH MEIER,0.0,0.0
0146.jpg,THEMENTAG,THEMENTAG,0.0,0.0
0146.jpg,://about blank,slabout blank,0.2143,0.5
0146.jpg,Markgrafendamm 24c (Ostkreuz),Markgrafendamm 24c (Ostkreuz),0.0,0.0
0146.jpg,15.12.24,15.12.24,0.0,0.0
0146.jpg,11:30–,11.30 -,0.5,2.0
0146.jpg,19:30 Uhr,19.30 Uhr,0.1111,0.5
0146.jpg,Antisemitismus im,Antisemitismus im,0.0,0.0
0146.jpg,Kultur– und Clubbetrieb,Kultur - und Clubbetrieb,0.087,0.6667
0146.jpg,Reflexionen ein Jahr,Reflexionen ein Jahr,0.0,0.0
0146.jpg,nach dem 7. Okt.,nach dem 7. Okt.,0.0,0.0
0146.jpg,BILDUNG IN,BILDUNG,0.3,0.5
0146.jpg,WIDERSPRUCH,WIDERSPRUCH,0.0,0.0
0147.jpeg,Input + Diskussion nach den Bundestagswahlen:,Input + Diskussion nach den Bundestagswahlen:,0.0,0.0
0147.jpeg,"Rassismus, Abschiebung",Rassismus; Abschiebung,0.0455,0.5
0147.jpeg,und Gewalt -,und Gewalt,0.1667,0.3333
0147.jpeg,Wehren wir uns!,Wehren wir unsl,0.0667,0.3333
0147.jpeg,01.03. | 18:00 Uhr,,1.0,1.0
0147.jpeg,"Komşukeller,",Komsukeller;,0.1667,1.0
0147.jpeg,Kottbusser Straße 4/5,Kottbusser Straße 4/5,0.0,0.0
0147.jpeg,ZORA,ZORA,0.0,0.0
0148.jpg,1. September 2023 ▶ BUCHPREMIERE,,1.0,1.0
0148.jpg,JUDENHASS,JUDENHASS,0.0,0.0
0148.jpg,UNDERGROUND,UNDERGROUND,0.0,0.0
0148.jpg,Antisemitismus in emanzipatorischen,Antisemitismus in emanzipatorischen,0.0,0.0
0148.jpg,Subkulturen und Bewegungen,Subkulturen und Bewegungen,0.0,0.0
0148.jpg,Ein Abend mit,Ein Abend mit,0.0,0.0
0148.jpg,"Nicholas Potter, Stefan Lauer,",Nicholas Potter; Stefan Lauer;,0.0667,0.5
0148.jpg,"Rosa Jellinek, Leon Kahane,","Rosa Jellinek; Leon Kahane,",0.037,0.25
0148.jpg,Konstantin Nowotny und,Konstantin Nowotny und,0.0,0.0
0148.jpg,Anastasia Tikhomirova,Anastasia Tikhomirova,0.0,0.0
0148.jpg,DJ: Ori Raz (Motivo Positivo),DJ: Ori Raz (Motivo Positivo),0.0,0.0
0148.jpg,19 Uhr | ://about blank | freier Eintritt,19 Uhr | :/labbout blank | flieler Eintritt,0.122,0.25
0149.jpg,WIR BRAUCHEN DICH!,WIR BRAUCHEN DICH!,0.0,0.0
0149.jpg,10.00 bis 12.00 UHR,,1.0,1.0
0149.jpg,Demonstration für,Demonstration für,0.0,0.0
0149.jpg,FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG,FREIHEIT GRUNDRECHTE SELBSTBESTIMMUNG,0.0,0.0
0149.jpg,ZUR FREIHEIT,ZUR FREIHEIT,0.0,0.0
0149.jpg,SAMSTAG 11.7.2020 10 - 12 Uhr,,1.0,1.0
0149.jpg,KÖNIGSPLATZ - MÜNCHEN,,1.0,1.0
0149.jpg,Prof. Dr. Christoph Hueck,Prof.Dr: Christoph Hueck,0.08,0.5
0149.jpg,"Biochemiker, Impfstoffentwickler","Biochemiker, Impfstoffentwickler",0.0,0.0
0149.jpg,Markus Haintz,Markus Haintz,0.0,0.0
0149.jpg,Querdenken Initiative Ulm,Querdenken Initiative Ulm,0.0,0.0
0149.jpg,Rechtsanwalt,,1.0,1.0
0149.jpg,Milorad Krstic,Milorad Krstic,0.0,0.0
0149.jpg,Unternehmer und Buchautor,Unternehmer und Buchautor,0.0,0.0
0149.jpg,rin99er,ringger,0.2857,1.0
0149.jpg,Hip Hop - Rap | Lienz,,1.0,1.0
0149.jpg,Levi Wegmann • DJ Tuncay,,1.0,1.0
0149.jpg,celsius19,celsius1g,0.1111,1.0
0151.jpg,08·06·24,08*06-24,0.25,1.0
0151.jpg,TANZ,,1.0,1.0
0151.jpg,DEMO,,1.0,1.0
0151.jpg,15 Uhr am Frankfurter Tor,15 Uhr am Frankfurter Tor,0.0,0.0
0151.jpg,Mehr Infos auf kollektiv-kirsch.de,Mehr Infos auf kollektiv-kirsch de,0.0294,0.5
0151.jpg,WEM GEHÖRT DIE STADT?,,1.0,1.0
0152.jpg,Klimaschutz statt Autobahn!,Klimaschutz statt Autobahn!,0.0,0.0
0152.jpg,Laufdemo auf der A100!,Laufdemo auf der A1OO!,0.0909,0.25
0152.jpg,"Sonntag, 21. April","Sonntag, 21.April",0.0556,0.6667
0152.jpg,Start: 14 Uhr,Start 14 UlF,0.2308,0.6667
0152.jpg,Auffahrt Tempelhofer Damm,Muflahrt Tempelholer Damm,0.12,0.6667
0153.jpg,GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS,GEDENKEN BEIM MAHNMAL GEGEN KRIEG & FASCHISMUS,0.0,0.0
0153.jpg,12.03.1938 - 12.03.2025,,1.0,1.0
0153.jpg,NIE WIEDER IST JETZT!,NIE WIEDER IST JETZT!,0.0,0.0
0153.jpg,"12.03.2025, Albertinaplatz, 18:30","12.03.2025, Albertinaplatz;, 18.30",0.0606,0.6667
0153.jpg,GEDENKEN BEIM MAHNMAL,,1.0,1.0
0153.jpg,GEGEN KRIEG & FASCHISMUS,GEGEN KRIEG & FASCHISMUS,0.0,0.0
0153.jpg,mit Beiträgen von:,mit Beiträgen von:,0.0,0.0
0153.jpg,Aaron Bezalel Haber,Aaron Bezalel Haber,0.0,0.0
0153.jpg,Cornelius Obonya,Cornelius Obonya,0.0,0.0
0153.jpg,Dolores Bakos,Dolores Bakos,0.0,0.0
0153.jpg,Jenny & Omas on Stage,Jenny & Omas on Stage,0.0,0.0
0153.jpg,Ida Belaga,Ida Belaga,0.0,0.0
0153.jpg,León de Castillo,Leon de Castillo,0.0625,0.3333
0153.jpg,Marina Hanke,Marina Hanke,0.0,0.0
0153.jpg,Maya Unger,Maya Unger,0.0,0.0
0153.jpg,Monika Salzer,Monika Salzer,0.0,0.0
0153.jpg,Philipp Miksch,Philipp Miksch,0.0,0.0
0153.jpg,Rihab Toumi,Rihab Toumi,0.0,0.0
0153.jpg,Susanne Scholl,Susanne Scholl,0.0,0.0
0153.jpg,Ursula Berner,Ursula Berner,0.0,0.0
0153.jpg,NIE WIEDER IST JETZT! 12.03.1938 - 12.03.2025,NIE WIEDER IST JETZT! 12.03.1938-12.03.2025,0.0444,0.4286
0154.jpeg,LIVEKONZERT,LIVEKONZERT,0.0,0.0
0154.jpeg,LIZ MELINE MEETS SNAILTAPE,MEETS SNAILTAPE,0.4231,0.5
0154.jpeg,DIENSTAG,DIENSTAG,0.0,0.0
0154.jpeg,21.01.25,21.01.25,0.0,0.0
0154.jpeg,BEGINN 20:00,BEGINN 20:00,0.0,0.0
0154.jpeg,TONELLIS,TONELLIS,0.0,0.0
0154.jpeg,NEUMARKT 9  04109 LEIPZIG,,1.0,1.0
0155.jpg,FIRST,FIRST,0.0,0.0
0155.jpg,SLAYSTANS,SLAYSTANS,0.0,0.0
0155.jpg,SOLI PARTY,,1.0,1.0
0155.jpg,16/02 8PM,16/02,0.4444,0.5
0155.jpg,"ERREICHBAR, REICHENBERGER STR 63A",ERREICHEAR REICHENBERGER STR S3A,0.0909,0.5
0156.jpeg,SOLI,SOLI,0.0,0.0
0156.jpeg,FLOHMARKT,,1.0,1.0
0156.jpeg,10–18 UHR,10 -18UHR,0.3333,1.0
0156.jpeg,1.,,1.0,1.0
0156.jpeg,MÄRZ,,1.0,1.0
0156.jpeg,"Wo: Zielona Gora,",,1.0,1.0
0156.jpeg,Grünbergerstr. 73,GGrunbergerser 78,0.2941,1.0
0156.jpeg,BERLINER,,1.0,1.0
0156.jpeg,OBDACHLOSENHILFE e.V.,,1.0,1.0
0156.jpeg,Alle Spenden fließen in die Unterstützung obdachloser und hilfsbedürftiger Menschen,,1.0,1.0
0157.jpg,SIEG DER UKRAINE –,SIEG DER UKRANE,0.1667,0.5
0157.jpg,FRIEDEN FÜR EUROPA,FRIEDEN FUR EUROPA,0.0556,0.3333
0157.jpg,Stoppt die Finanzierung,Stoppt die Finanzierung,0.0,0.0
0157.jpg,des russischen,des russischen,0.0,0.0
0157.jpg,Staatsterrors,Staatsterrors,0.0,0.0
0157.jpg,"17. DECEMBER, 15:00",17. DECEMBER; 15800,0.1053,0.6667
0157.jpg,VOR DER RUSSISCHEN BOTSCHAFT,V@R DER RUSSISCHEN BOTSCHAFT,0.0357,0.25
0157.jpg,UNTER DEN LINDEN 63–65,UNTER DEN LINDEN 63-65,0.0455,0.25
0157.jpg,♀FAR Berlin,PFAR Berlin,0.0909,0.5
0157.jpg,Demokrati-JA,Demokrati-JA,0.0,0.0
0158.jpg,Kundgebung,Kund9ebun9,0.2,1.0
0158.jpg,zum 5. Jahrestag,Jahrestag,0.4375,0.6667
0158.jpg,des rechtsterroristischen,rechtsterroristischen,0.16,0.5
0158.jpg,Anschlags von Halle,,1.0,1.0
0158.jpg,9.10.2024 17:30 Uhr Oranienplatz,,1.0,1.0
0160.jpg,ALICE WEIDEL IN DER,ALICE WEIDEL IN DER,0.0,0.0
0160.jpg,"""BUNDESTAGSWAHL - SCHLUSSRUNDE""",,1.0,1.0
0160.jpg,"HEUTE, LIVE",HEUTE LIVE,0.0909,0.5
0160.jpg,22:00 UHR ARD & ZDF!,22.00 UHR ARD & ZDF!,0.05,0.2
0160.jpg,ZEIT FÜR DEUTSCHLAND.,ZEIT FÜR DEUTSCHLAND.,0.0,0.0
0160.jpg,AfD,AfD,0.0,0.0
0161.jpg,Ukraine,Ukraine,0.0,0.0
0161.jpg,Freiheit,Freiheit,0.0,0.0
0161.jpg,Demokratie,Demokratie,0.0,0.0
0161.jpg,NEIN Putin AfD,,1.0,1.0
0161.jpg,22.02.25,22.02.25,0.0,0.0
0161.jpg,16:00,1 6 : 0 0,0.8,5.0
0161.jpg,Brandenburger Tor,Brandenburger Tor,0.0,0.0
0161.jpg,3 Jahre seit der großflächigen Invasion,3 Jahre seit; der großflächigen Inwasion,0.0513,0.3333
0161.jpg,"Unsere Stimme für die Ukraine, für Demokratie, für Freiheit","Unsere Stimme für die Ukraine; für Demokratie, für Freiheit",0.0169,0.1111
0161.jpg,FREE RUSSIANS GLOBAL,,1.0,1.0
0161.jpg,Deutsch-russischer Menschenrechte-Dialog,,1.0,1.0
0161.jpg,Demokrati-JA,,1.0,1.0
0161.jpg,QUARTEERA,,1.0,1.0
0161.jpg,MEMORIAL DEUTSCHLAND,,1.0,1.0
0161.jpg,REFORUM SPACE,REFORUM SPACE,0.0,0.0
0161.jpg,We stand with Ukraine,,1.0,1.0
0162.jpeg,Du willst dich,Du willst dich,0.0,0.0
0162.jpeg,antifaschistisch,,1.0,1.0
0162.jpeg,organisieren,organisieren,0.0,0.0
0162.jpeg,und suchst,,1.0,1.0
0162.jpeg,dafür andere,dafür andere,0.0,0.0
0162.jpeg,Menschen?,,1.0,1.0
0162.jpeg,Dann komm‘,,1.0,1.0
0162.jpeg,zu unserem,unserem,0.3,0.5
0162.jpeg,Plenum!,,1.0,1.0
0162.jpeg,14-tägig im Bandito Rosso*,14-tägig im Bandito Rosso:,0.0385,0.25
0162.jpeg,"(Lottumstr. 10a, Prenzlauer Berg)",,1.0,1.0
0162.jpeg,Offenes Antifa Treffen,Offenes Antifa Treffen,0.0,0.0
0162.jpeg,"5. März 2025, 19 Uhr","5, März 2025, 19 Uhr",0.05,0.2
0162.jpeg,mit Input zum feministischen Kampftag,mit Input zum feministischen Kamppftag,0.027,0.2
0162.jpeg,Web: oatberlin.noblogs.org,Web: oatberlin noblogs org,0.0769,1.5
0162.jpeg,Mail: oat-berlin@riseup.net,Mail: @at-berlin@riseup net,0.0741,1.0
0162.jpeg,*leider nicht barrierearm,'leider nicht barrierearm,0.04,0.3333
0163.jpg,STOPPT,STOPPT,0.0,0.0
0163.jpg,das Infektionsschutzgesetz,das Infektionsschutzgesetz,0.0,0.0
0163.jpg,18.11.2020,18.112020,0.1,1.0
0163.jpg,Ab 11:00 Uhr,Ab/11:00Uhr,0.1667,1.0
0163.jpg,openEnd,openEnd,0.0,0.0
0163.jpg,Unsere Zivilisation - Unsere Regeln!,,1.0,1.0
0163.jpg,Berlin - Bundestag,,1.0,1.0
0163.jpg,ES GIBT KEINE,Es GIBT KEINE,0.0769,0.3333
0164.jpg,Demokratie,Demokratie,0.0,0.0
0164.jpg,verteidigen,verteidigen,0.0,0.0
0164.jpg,Demonstration,D e m 0 n $ t r a t i 0 n,1.1538,13.0
0164.jpg,03.02,03.02,0.0,0.0
0164.jpg,15:00 Graz Hauptbahnhof,"15,00 Graz Hauptbahnhof",0.0435,0.3333
0164.jpg,16:30 Eintreffen Hauptplatz,16.30 Eintreffen Hauptplatz,0.037,0.3333
0164.jpg,18:00 Lichtermeer,18.00 Lichtermeer,0.0588,0.5
0164.jpg,Kommt hin!,,1.0,1.0
0164.jpg,Solidarisches Bündnis für Menschenrechte,Solidarisches Bündnis für Menschenrechte,0.0,0.0
0164.jpg,und Demokratie,und Demokratie,0.0,0.0
0164.jpg,© Ayham Yossef,Ayham Yossef,0.1429,0.3333
0165.jpg,2000er,,1.0,1.0
0165.jpg,PARTY,PARTY,0.0,0.0
0165.jpg,Strausberg,Strausberg,0.0,0.0
0165.jpg,"Kulturpark - Wriezener Str., 15344 Strausberg",Wriezener St; 15344 Strausberg,0.3556,0.5
0165.jpg,Am Strand,Am Strand,0.0,0.0
0165.jpg,"Eintritt 11,90 €","Eintritt 11,90 €",0.0,0.0
0165.jpg,Ab 12–23 Uhr,Ab 12-23 Uhr,0.0833,0.3333
0165.jpg,DJ Van Tell,DJ Van Tell,0.0,0.0
0165.jpg,DJ Tomekk,DJ Tomekk,0.0,0.0
0165.jpg,Food & Drinks,Food & Drinks,0.0,0.0
0165.jpg,HAUPTSTADT KULTUR,,1.0,1.0
0165.jpg,Wir danken unseren Partnern 2024,Wir danken unseren Partnern 2024,0.0,0.0
0165.jpg,08.06.2024,J08.06.2024,0.1,1.0
0166.jpg,WORKSHOP:,WORKSHOP:,0.0,0.0
0166.jpg,HOW TO KULTURFÖRDERUNG,HOW TO KULTURFÖRDERUNC,0.0455,0.3333
0166.jpg,WITH KAROLINE LUCKS,WITH KAROLINE LUCKS,0.0,0.0
0166.jpg,12.03.25 16-19,"12.08,.25 16-19",0.1429,0.5
0166.jpg,"Clubcommission Office, Brückenstraße 1,","Clubcommlssion Office Brückenstraße ],",0.0769,0.75
0166.jpg,10179 Berlin,10179 Berlin,0.0,0.0
0166.jpg,CLUBCOMMISSION,CLUBCOMMISSION,0.0,0.0
0166.jpg,CLUB CULTURE HUB,CLUB CULTURE HUB,0.0,0.0
0167.jpg,BIM Kulturzentrum,,1.0,1.0
0167.jpg,auf KulTour,@ufKullour,0.2727,1.0
0167.jpg,Flutopfer-Stiftung,Flutopfer-Stiftung,0.0,0.0
0167.jpg,von 1962,von 1962,0.0,0.0
0167.jpg,Samstag · Saturday,Samstag . Saturday -,0.1667,0.6667
0167.jpg,08.07.2023,08.07.2023,0.0,0.0
0167.jpg,14.00 – 17.00,14.00 - 17.00,0.0769,0.3333
0167.jpg,Seniorenzentrum Nordlandweg,Seniorenzentrum Nordlandweg,0.0,0.0
0167.jpg,Nordlandweg 110 · 22145 Hamburg,Nordlandweg 110 . 22145 Hamburg,0.0323,0.2
0167.jpg,Kinderfest,Kinderfest,0.0,0.0
0167.jpg,Children’s festival,Children's festival,0.0526,0.5
0169.jpeg,in Vorbereitung auf den 8. März,,1.0,1.0
0169.jpeg,Mexiko: Im schwarzen Block der Feministinnen,Mexiko; lm schwarzen Block der,0.3636,0.5
0169.jpeg,ARTE Reportage,ARTE Rlelportage,0.1429,0.5
0169.jpeg,KURZFILMABEND,KURZFILMABEND,0.0,0.0
0169.jpeg,2. MÄRZ | 17:00 | ELELE,2MARZI 17001 ELELE,0.3478,0.8333
0169.jpeg,Inang Maynila,Inang Maynila,0.0,0.0
0169.jpeg,Life under martial law as a,Life under martial law as a,0.0,0.0
0169.jpeg,rebellious Catholic,relellious Catholic,0.0526,0.5
0169.jpeg,schoolgirl in the Philippines,schoolgirl in the Philippines,0.0,0.0
0169.jpeg,"In the toilet there was a big window, that's where we'd",,1.0,1.0
0169.jpeg,smoke.,smoke,0.1667,1.0
0170.jpeg,fembi,fembi,0.0,0.0
0170.jpeg,Plakate malen für,Plakate maleh fur,0.1176,0.6667
0170.jpeg,den feministischen,den feministischen,0.0,0.0
0170.jpeg,Kampftag!,Kampftag!,0.0,0.0
0170.jpeg,Am 04. März 2025,Am 04. März 2025,0.0,0.0
0170.jpeg,Ab 19.30 Uhr,Ab 19.30 Uhr,0.0,0.0
0170.jpeg,im Café Cralle,im Cafe Cralle,0.0714,0.3333
0170.jpeg,"Hochstädter Str. 10a,","Hochstädter Str.1oa,",0.0952,0.6667
0170.jpeg,13347 Berlin-Wedding,13347 Berlin-Wedding,0.0,0.0
0171.jpg,Eltern,Eltern,0.0,0.0
0171.jpg,stehen auf,stehen auf,0.0,0.0
0171.jpg,Rheinland-Pfalz,Rheinland-Pfalz,0.0,0.0
0171.jpg,Wir sind das Licht!,Wir sind das Licht!,0.0,0.0
0171.jpg,# Masken-frei     # Abstands-frei,,1.0,1.0
0171.jpg,# Quarantäne-frei     # freie Impfentscheidung,,1.0,1.0
0171.jpg,Spaziergang jeden Tag im LockDown,,1.0,1.0
0171.jpg,"Ab Montag, 2.11.",Ab Montag 2.11.,0.0625,0.3333
0171.jpg,19:00 - 19:30 Uhr,19.00 - 19.30 Uhr,0.1176,0.5
0171.jpg,Start Marktplatz in jeder Stadt/Ort,Start Marktplatz in jeder Stadt/Ort,0.0,0.0
0171.jpg,KOMMT ALLE!,KOMMT ALLE!,0.0,0.0
0171.jpg,"Taschenlampe, Handy-Lampe, Laterne","Taschenlampe, Handy-Lampe, Laterne",0.0,0.0
0171.jpg,Die Leute werden neugierig sein und alle sehen. Es werden,Die Leute werden neugierig sein und alle sehen: Es_werden,0.0351,0.3
0171.jpg,so immer mehr werden. Keine Anmeldung jeder für sich.,so immer mehr werden. Keine Anmeldung,0.3019,0.3333
0171.jpg,Keiner kann uns so aufhalten!,Keiner kann uns so aufhalten!,0.0,0.0
0171.jpg,ElternStehenAuf.de   https://t.me/ElternStehen_RLP,,1.0,1.0
0172.jpg,Stadtlauf,[Stacdlauf,0.3333,1.0
0172.jpg,STÄRKE ZEIGEN,STÄRKE ZEIGEN,0.0,0.0
0172.jpg,GEMEINSAM GEGEN,GEMEINSAM,0.4,0.5
0172.jpg,GEWALT AN FRAUEN,,1.0,1.0
0172.jpg,6 km,6 km,0.0,0.0
0172.jpg,Hanau,Hanau,0.0,0.0
0172.jpg,Marktplatz,Markiplaiz,0.2,1.0
0172.jpg,2016,2016,0.0,0.0
0172.jpg,17 Uhr,177 Ubr,0.3333,1.0
0172.jpg,16. September,16 September,0.0769,0.5
0172.jpg,www.hanauerstadtlauf.de,Wwwhanauerstadtlaufsde,0.1304,1.0
0172.jpg,"Veranstalter: Magistrat der Stadt Hanau, Frauenbüro und Fachstelle Sport - Main-Kinzig-Kreis, Referat für Frauen und Chancengleichheit -",,1.0,1.0
0172.jpg,1. Hanauer Lauftreff - Sportkreis Main-Kinzig e.V.,,1.0,1.0
0173.jpg,DEMONSTRATION,DEMONSTRATION,0.0,0.0
0173.jpg,FÜR DIE,FUR DIE,0.1429,0.5
0173.jpg,AUFNAHME DER,AUFNAHME DER,0.0,0.0
0173.jpg,MENSCHEN,MENSCHEN,0.0,0.0
0173.jpg,AN DER POLNISCH,AN DER POLNISCH,0.0,0.0
0173.jpg,BELARUSSISCHEN,BELARUSSISCHEN,0.0,0.0
0173.jpg,GRENZE!,GRENZEI,0.1429,1.0
0173.jpg,14. NOVEMBER,14 NOVEMBER,0.0833,0.5
0173.jpg,14 UHR,14 UHR,0.0,0.0
0173.jpg,BRANDENBURGER TOR,BRANDENBURGER TOR,0.0,0.0
0176.jpg,"Samstag, 30.11.2024, 11–13 Uhr","Samslag; 30,11.2024, 11-13 Uhr",0.1333,0.75
0176.jpg,CODING,CODING,0.0,0.0
0176.jpg,in der Feuerwache,der Feuerwache,0.1765,0.3333
0176.jpg,Bibliothek “Alte Feuerwache”,,1.0,1.0
0176.jpg,"Michael-Brückner-Str. 9, Schöneweide","Michael-Brückner-Str. 9, Schöneweide",0.0,0.0
0176.jpg,Bring ein Laptop oder Tablet mit,Bring ein Laptop oder Tablet mit,0.0,0.0
0176.jpg,oder reserviere ein Leihgerät!,oder reserviere ein Leihgerät!,0.0,0.0
0176.jpg,KOSTENLOS,K@STENIL@S,0.3333,1.0
0176.jpg,PROGRAMMIEREN,PROGRAMMIEREN,0.0,0.0
0176.jpg,LERNEN,LERNEN,0.0,0.0
0176.jpg,JETZT ANMELDEN!,JETZT ANMELDEN!,0.0,0.0
0176.jpg,https://pretix.eu/dojosw/,https://pretix eu/dojosw/,0.04,2.0
0176.jpg,https://coderdojo-schoeneweide.de,https:| /coderdojo-schoeneweide.de,0.0606,2.0
0177.jpg,STOPPT,STOPPT_,0.1667,1.0
0177.jpg,DIE,DIE,0.0,0.0
0177.jpg,AfD,AfD,0.0,0.0
0177.jpg,"SOMMER, SONNE, ANTIFA!",,1.0,1.0
0177.jpg,DEMO,DEMO,0.0,0.0
0177.jpg,SOMMERFEST DER AFD,SOMMERFEST DER AFD,0.0,0.0
0177.jpg,VERMIESEN,VERMIESEN,0.0,0.0
0177.jpg,Demo gegen das,Demo gegen das,0.0,0.0
0177.jpg,Sommerfest der AfD in,Sommerfest der AfD in,0.0,0.0
0177.jpg,Templin,Templin,0.0,0.0
0177.jpg,SAMSTAG,SAMSTAG,0.0,0.0
0177.jpg,07.09. 14:00 Uhr,07.09. 14.00 Uhr,0.0625,0.3333
0177.jpg,Am Markt 11,Am Markt 11,0.0,0.0
0177.jpg,17268 Templin,17268 Templin,0.0,0.0
0177.jpg,Austehen-gegen-Rassismus.de,Austehen-gegen-Rassismus de,0.037,2.0
0178.jpg,JETZT,JETZT,0.0,0.0
