image,text,confidence,bbox_tl,bbox_tr,bbox_br,bbox_bl
0194.jpg,L E B E N,0.5524,"[425, 232]","[646, 232]","[646, 306]","[425, 306]"
0194.jpg,A7oo WEGBASSEN!,0.6671,"[72, 270]","[969, 270]","[969, 457]","[72, 457]"
0194.jpg,S,0.4452,"[88, 776]","[120, 776]","[120, 826]","[88, 826]"
0194.jpg,14-17 UHR Protestfest für,0.9246,"[80, 800]","[726, 800]","[726, 903]","[80, 903]"
0194.jpg,Kinder und Erwachsene,0.816,"[83, 861]","[682, 861]","[682, 963]","[83, 963]"
0194.jpg,17-22 UHR Protestrave,0.9925,"[79, 924]","[654, 924]","[654, 1027]","[79, 1027]"
0194.jpg,QUEERMANY,0.8433,"[280, 1266]","[341, 1266]","[341, 1281]","[280, 1281]"
0194.jpg,A,0.9834,"[420, 1252]","[452, 1252]","[452, 1278]","[420, 1278]"
0194.jpg,DENKEN,0.9856,"[157, 1285]","[197, 1285]","[197, 1297]","[157, 1297]"
0194.jpg,KULTUR .,0.5188,"[90, 247]","[398, 247]","[398, 331]","[90, 331]"
0194.jpg,XKi,0.9561,"[624, 1272]","[684, 1272]","[684, 1304]","[624, 1304]"
0194.jpg,1a,0.5675,"[89, 1247]","[113, 1247]","[113, 1261]","[89, 1261]"
0194.jpg,#2 Wegbassen!,0.564,"[411, 1239]","[619, 1239]","[619, 1301]","[411, 1301]"
0194.jpg,Wegbassen! XK?,0.7396,"[464, 1256]","[684, 1256]","[684, 1308]","[464, 1308]"
0180.jpg,IS PALESTINE,0.9013,"[290, 68]","[1018, 68]","[1018, 172]","[290, 172]"
0180.jpg,A FEMINIST,0.6436,"[418, 166]","[1020, 166]","[1020, 268]","[418, 268]"
0180.jpg,ISSUE?I,0.6071,"[614, 261]","[1027, 261]","[1027, 369]","[614, 369]"
0180.jpg,ZUR VERSCHRANKUNG,0.9171,"[64, 382]","[720, 382]","[720, 438]","[64, 438]"
0180.jpg,VON,0.9994,"[65, 442]","[199, 442]","[199, 498]","[65, 498]"
0180.jpg,(QUEER-)FEMINISMUS,0.9966,"[281, 441]","[913, 441]","[913, 505]","[281, 505]"
0180.jpg,UND ANTISEMITISMUS,0.7937,"[68, 502]","[693, 502]","[693, 558]","[68, 558]"
0180.jpg,& Diskussion mit,0.7426,"[308, 637]","[848, 637]","[848, 714]","[308, 714]"
0180.jpg,Do 19.12.,0.7158,"[66, 851]","[469, 851]","[469, 952]","[66, 952]"
0180.jpg,19:00 Uhr,0.605,"[59, 935]","[471, 935]","[471, 1023]","[59, 1023]"
0180.jpg,Vortrag & Diskussion mit,0.7003,"[47, 635]","[850, 635]","[850, 722]","[47, 722]"
0180.jpg,Cordula Trunk,0.9835,"[47, 693]","[853, 693]","[853, 804]","[47, 804]"
0180.jpg,4,0.6011,"[423, 179]","[485, 179]","[485, 257]","[423, 257]"
0180.jpg,FEMINIST,0.8218,"[515, 165]","[1021, 165]","[1021, 267]","[515, 267]"
0180.jpg,;,0.5337,"[971, 591]","[1047, 591]","[1047, 818]","[971, 818]"
0180.jpg,Trunk,0.7521,"[513, 697]","[852, 697]","[852, 802]","[513, 802]"
0180.jpg,8,0.6594,"[933, 961]","[971, 961]","[971, 1039]","[933, 1039]"
0180.jpg,|,0.5579,"[923, 599]","[972, 599]","[972, 962]","[923, 962]"
0180.jpg,2,0.6873,"[929, 697]","[968, 697]","[968, 770]","[929, 770]"
0180.jpg,5,0.5057,"[588, 249]","[951, 249]","[951, 448]","[588, 448]"
0157.jpg,SIEG DER UKRANE,0.6512,"[49, 0]","[785, 0]","[785, 84]","[49, 84]"
0157.jpg,FRIEDEN FUR EUROPA,0.5862,"[52, 96]","[898, 96]","[898, 176]","[52, 176]"
0157.jpg,Stoppt die Finanzierung,0.984,"[46, 441]","[455, 441]","[455, 494]","[46, 494]"
0157.jpg,des russischen,0.7929,"[47, 497]","[307, 497]","[307, 537]","[47, 537]"
0157.jpg,Staatsterrors,0.9933,"[49, 549]","[277, 549]","[277, 587]","[49, 587]"
0157.jpg,17. DECEMBER; 15800,0.4499,"[52, 680]","[412, 680]","[412, 728]","[52, 728]"
0157.jpg,V@R DER RUSSISCHEN BOTSCHAFT,0.6856,"[53, 737]","[663, 737]","[663, 779]","[53, 779]"
0157.jpg,UNTER DEN LINDEN 63-65,0.9274,"[55, 789]","[511, 789]","[511, 831]","[55, 831]"
0157.jpg,PFAR Berlin,0.598,"[796, 1252]","[981, 1252]","[981, 1292]","[796, 1292]"
0157.jpg,Demokrati-JA,0.9924,"[793, 1292]","[1017, 1292]","[1017, 1331]","[793, 1331]"
0157.jpg,6,0.6694,"[99, 1231]","[139, 1231]","[139, 1273]","[99, 1273]"
0157.jpg,€,0.9913,"[114, 1076]","[172, 1076]","[172, 1132]","[114, 1132]"
0143.jpg,Ostkreuz nicht den Nazis,0.8027,"[82, 76]","[830, 76]","[830, 150]","[82, 150]"
0143.jpg,überlassen!,0.9976,"[83, 171]","[435, 171]","[435, 237]","[83, 237]"
0143.jpg,14.07.,0.8615,"[195, 739]","[393, 739]","[393, 803]","[195, 803]"
0143.jpg,14.00 Uhr,0.6104,"[87, 827]","[383, 827]","[383, 891]","[87, 891]"
0143.jpg,Ostkreuz,1.0,"[84, 918]","[359, 918]","[359, 986]","[84, 986]"
0143.jpg,0,0.9899,"[34, 386]","[116, 386]","[116, 462]","[34, 462]"
0143.jpg,"So,",0.7783,"[89.80155696457604, 732.0902759662018]","[198.32765609142731, 746.7897887599461]","[186.19844303542396, 813.9097240337982]","[78.67234390857269, 799.2102112400539]"
0143.jpg,Aktion,0.4351,"[834, 950]","[955, 950]","[955, 992]","[834, 992]"
0143.jpg,015,0.9182,"[30, 368]","[256, 368]","[256, 466]","[30, 466]"
0143.jpg,k,0.8635,"[399, 345]","[473, 345]","[473, 407]","[399, 407]"
0221.jpg,Equerfront,0.5014,"[63, 329]","[848, 329]","[848, 537]","[63, 537]"
0221.jpg,Kein Platz für Verschwörungsideolog*innen,0.9472,"[135, 562]","[761, 562]","[761, 602]","[135, 602]"
0221.jpg,"und ihre rechtsoffene ""Friedenskundgebung<",0.5129,"[129, 596]","[787, 596]","[787, 636]","[129, 636]"
0221.jpg,auf dem Weißenseer Antonplatz!,0.9845,"[209, 630]","[679, 630]","[679, 672]","[209, 672]"
0221.jpg,wwwantifa-nordost.org,0.9397,"[304, 1023]","[599, 1023]","[599, 1059]","[304, 1059]"
0221.jpg,Gegen Krieg,0.4319,"[68, 0]","[840, 0]","[840, 192]","[68, 192]"
0221.jpg,antonplatz Weissensee,0.6713,"[374, 791]","[843, 791]","[843, 860]","[374, 860]"
0221.jpg,KIIO,0.4977,"[433, 997]","[471, 997]","[471, 1011]","[433, 1011]"
0221.jpg,antifa-nordost org,0.873,"[368, 1022]","[601, 1022]","[601, 1063]","[368, 1063]"
0235.jpg,@inst any,0.8446,"[60, 58]","[168, 58]","[168, 82]","[60, 82]"
0235.jpg,Bonhbi,0.5819,"[401, 63]","[479, 63]","[479, 79]","[401, 79]"
0235.jpg,ap,0.4219,"[547, 107]","[575, 107]","[575, 121]","[547, 121]"
0235.jpg,Anst any,0.8263,"[582, 98]","[676, 98]","[676, 126]","[582, 126]"
0235.jpg,war,0.7726,"[681, 107]","[725, 107]","[725, 121]","[681, 121]"
0235.jpg,J,0.4147,"[667, 171]","[689, 171]","[689, 189]","[667, 189]"
0235.jpg,ainstany war,0.7107,"[577, 189]","[725, 189]","[725, 209]","[577, 209]"
0235.jpg,BC ~HbI,0.5374,"[645, 210]","[725, 210]","[725, 231]","[645, 231]"
0235.jpg,antikrieg-blackblogs-org,0.8289,"[94, 458]","[374, 458]","[374, 486]","[94, 486]"
0235.jpg,for:,0.6232,"[485, 585]","[531, 585]","[531, 605]","[485, 605]"
0235.jpg,3,1.0,"[137, 639]","[179, 639]","[179, 677]","[137, 677]"
0235.jpg,Aprill 2025 / 20:00,0.6461,"[198, 634]","[656, 634]","[656, 682]","[198, 682]"
0235.jpg,1024',0.4572,"[492, 684]","[566, 684]","[566, 708]","[492, 708]"
0235.jpg,VETERANENTAG,0.6985,"[72, 406]","[430, 406]","[430, 458]","[72, 458]"
0235.jpg,Provisorischer,0.8629,"[531, 427]","[721, 427]","[721, 443]","[531, 443]"
0235.jpg,Antikriegsrat,0.9911,"[451, 467]","[627, 467]","[627, 485]","[451, 485]"
0235.jpg,Berlin,0.998,"[639, 467]","[721, 467]","[721, 483]","[639, 483]"
0235.jpg,INFOTREFFEN,0.8883,"[77, 509]","[393, 509]","[393, 545]","[77, 545]"
0235.jpg,MOBI GEGEN,0.826,"[434, 510]","[724, 510]","[724, 542]","[434, 542]"
0235.jpg,DEN,0.9996,"[165, 545]","[261, 545]","[261, 577]","[165, 577]"
0235.jpg,VETERANENTAG,0.9988,"[272, 546]","[638, 546]","[638, 578]","[272, 578]"
0235.jpg,infornation,0.8381,"[89, 587]","[241, 587]","[241, 605]","[89, 605]"
0235.jpg,and,0.9985,"[253, 587]","[297, 587]","[297, 605]","[253, 605]"
0235.jpg,mobilization,0.9517,"[305, 585]","[475, 585]","[475, 605]","[305, 605]"
0235.jpg,the,0.9991,"[541, 585]","[585, 585]","[585, 605]","[541, 605]"
0235.jpg,protest,0.8872,"[596, 587]","[695, 587]","[695, 607]","[596, 607]"
0235.jpg,first,0.9996,"[300, 605]","[373, 605]","[373, 626]","[300, 626]"
0235.jpg,German,0.9852,"[385, 609]","[469, 609]","[469, 625]","[385, 625]"
0235.jpg,Veterans,0.8956,"[479, 607]","[593, 607]","[593, 625]","[479, 625]"
0235.jpg,April 2025,0.9886,"[200, 634]","[488, 634]","[488, 684]","[200, 684]"
0235.jpg,1 20:00,0.7893,"[497, 641]","[655, 641]","[655, 677]","[497, 677]"
0235.jpg,Fischladen,0.9999,"[117, 682]","[262, 682]","[262, 709]","[117, 709]"
0235.jpg,Rigaerstr.,0.9877,"[273, 689]","[411, 689]","[411, 707]","[273, 707]"
0235.jpg,83,1.0,"[423, 685]","[455, 685]","[455, 705]","[423, 705]"
0235.jpg,Berlin,0.9994,"[573, 687]","[661, 687]","[661, 707]","[573, 707]"
0235.jpg,U-Bhf,0.9399,"[239, 707]","[311, 707]","[311, 725]","[239, 725]"
0235.jpg,han,0.6605,"[681, 63]","[739, 63]","[739, 79]","[681, 79]"
0235.jpg,7an,0.4139,"[441, 85]","[489, 85]","[489, 101]","[441, 101]"
0235.jpg,99,0.5186,"[521, 85]","[549, 85]","[549, 99]","[521, 99]"
0235.jpg,NEIN ZuM,0.6316,"[73, 364]","[306, 364]","[306, 412]","[73, 412]"
0235.jpg,1,0.8222,"[403, 513]","[421, 513]","[421, 537]","[403, 537]"
0235.jpg,10247 Berlin,0.7167,"[492, 682]","[662, 682]","[662, 709]","[492, 709]"
0235.jpg,MOBI,0.9131,"[434, 510]","[560, 510]","[560, 542]","[434, 542]"
0235.jpg,GEGEN,0.9996,"[570, 510]","[722, 510]","[722, 542]","[570, 542]"
0235.jpg,An,0.8877,"[451, 469]","[479, 469]","[479, 483]","[451, 483]"
0235.jpg,Provi,0.8881,"[531, 429]","[599, 429]","[599, 443]","[531, 443]"
0235.jpg,sorlscher,0.6276,"[598, 425]","[721, 425]","[721, 446]","[598, 446]"
0067.jpeg,HEART,0.7502,"[47, 349]","[437, 349]","[437, 459]","[47, 459]"
0067.jpeg,OF,0.502,"[51, 457]","[217, 457]","[217, 565]","[51, 565]"
0067.jpeg,GAZA,0.9994,"[247, 453]","[615, 453]","[615, 561]","[247, 561]"
0067.jpeg,Eine Ausstellung mit Bildern,0.5649,"[49, 621]","[609, 621]","[609, 681]","[49, 681]"
0067.jpeg,von Kindern aus Gaza,0.8491,"[53, 689]","[475, 689]","[475, 733]","[53, 733]"
0067.jpeg,@stadtteilkomitee_lichtenberg,0.9986,"[105, 781]","[611, 781]","[611, 834]","[105, 834]"
0067.jpeg,@stk_lichtenberg,0.8082,"[106, 835]","[395, 835]","[395, 886]","[106, 886]"
0067.jpeg,15.0302025,0.4635,"[47, 921]","[343, 921]","[343, 981]","[47, 981]"
0067.jpeg,2,0.4143,"[340, 942]","[368, 942]","[368, 966]","[340, 966]"
0067.jpeg,16Uhr,0.9413,"[368, 922]","[536, 922]","[536, 978]","[368, 978]"
0067.jpeg,Cafe Wostok; Weitlingstr. 97 10317,0.7576,"[49, 984]","[683, 984]","[683, 1045]","[49, 1045]"
0067.jpeg,Fundraising Veranstaltung | Eintritt frei,0.713,"[47, 1099]","[841, 1099]","[841, 1165]","[47, 1165]"
0067.jpeg,Alle Spenden werden,0.6769,"[54, 1168]","[282, 1168]","[282, 1200]","[54, 1200]"
0067.jpeg,"'fürdas Projekt ""We are not alone"" eingesetzt",0.7381,"[351, 1166]","[839, 1166]","[839, 1204]","[351, 1204]"
0067.jpeg,ERC,0.6528,"[149.65739357167092, 230.12591485733674]","[176.727606875109, 205.089572499564]","[194.34260642832908, 225.87408514266326]","[167.272393124891, 250.910427500436]"
0067.jpeg,'gezielt f,0.5772,"[275.6027607015021, 1171.3452453328541]","[359.7310994323878, 1164.7585911670965]","[360.3972392984979, 1195.6547546671459]","[277.2689005676122, 1202.2414088329035]"
0067.jpeg,Fundraising Veranstaltung,0.9447,"[47, 1101]","[592, 1101]","[592, 1165]","[47, 1165]"
0067.jpeg,Eintritt frei,0.8913,"[607, 1111]","[839, 1111]","[839, 1155]","[607, 1155]"
0067.jpeg,für das Projekt,0.8545,"[354, 1168]","[518, 1168]","[518, 1198]","[354, 1198]"
0067.jpeg,"'We are not alone"" eingesetzt",0.7906,"[526, 1170]","[836, 1170]","[836, 1200]","[526, 1200]"
0067.jpeg,KtEILK,0.4465,"[76.65739357167091, 118.12591485733672]","[151.54399491201525, 102.41000317999045]","[156.34260642832908, 129.87408514266326]","[82.45600508798474, 145.58999682000953]"
0067.jpeg,Alle Spenden werden gezielt für das Projekt,0.8004,"[53, 1165]","[519, 1165]","[519, 1202]","[53, 1202]"
0067.jpeg,We,0.9999,"[526.8858279709377, 1167.2145699273442]","[567.7500878941253, 1172.8012437384582]","[564.1141720290623, 1197.7854300726558]","[523.2499121058747, 1192.1987562615418]"
0067.jpeg,ArT,0.6449,"[194, 354]","[430, 354]","[430, 458]","[194, 458]"
0067.jpeg,eingesetzt,0.956,"[716, 1170]","[834, 1170]","[834, 1198]","[716, 1198]"
0209.jpg,INFOS:,0.9806,"[86, 62]","[202, 62]","[202, 94]","[86, 94]"
0209.jpg,widersetzen com,0.7632,"[389, 47]","[691, 47]","[691, 85]","[389, 85]"
0209.jpg,Mach Dich,0.7232,"[61, 93]","[229, 93]","[229, 129]","[61, 129]"
0209.jpg,schlau & dann,0.7301,"[29, 126]","[261, 126]","[261, 163]","[29, 163]"
0209.jpg,mach mit,0.9907,"[64, 162]","[226, 162]","[226, 194]","[64, 194]"
0209.jpg,AfD,0.9999,"[98, 306]","[350, 306]","[350, 432]","[98, 432]"
0209.jpg,verhindern,0.9394,"[81, 402]","[999, 402]","[999, 611]","[81, 611]"
0209.jpg,9,0.7492,"[363, 623]","[593, 623]","[593, 733]","[363, 733]"
0209.jpg,Mit dem Bus,0.8101,"[870, 740]","[1010, 740]","[1010, 772]","[870, 772]"
0209.jpg,Essen!,0.9976,"[934, 759]","[1013, 759]","[1013, 792]","[934, 792]"
0209.jpg,28.,0.9928,"[70, 894]","[188, 894]","[188, 968]","[70, 968]"
0209.jpg,[,0.6822,"[192, 924]","[232, 924]","[232, 948]","[192, 948]"
0209.jpg,30. Juni 2024 in Essen,0.8142,"[237, 889]","[1013, 889]","[1013, 977]","[237, 977]"
0209.jpg,Freitag; 19Uhr: Rave-Demo & großes Aktionsplenum,0.5514,"[124, 965]","[954, 965]","[954, 1020]","[124, 1020]"
0209.jpg,Samstag; 6Uhr: Demonstrationen & massenhaftes Widersetzen,0.5349,"[32, 1008]","[1048, 1008]","[1048, 1059]","[32, 1059]"
0209.jpg,Parteitag,1.0,"[387.0922061622652, 290.0242552343595]","[1007.9328578662536, 371.49058803461276]","[978.9077938377347, 510.9757447656405]","[357.0671421337464, 429.50941196538724]"
0209.jpg,nach,0.9998,"[871.2562854188427, 772.5587995863798]","[936.6646529294678, 765.6217312433787]","[938.7437145811573, 791.4412004136202]","[873.3353470705322, 798.3782687566213]"
0209.jpg,widersetzen,0.7137,"[72, 590]","[1006, 590]","[1006, 742]","[72, 742]"
0209.jpg,wiclersetz,0.5464,"[74, 723]","[840, 723]","[840, 883]","[74, 883]"
0209.jpg,28. = 30. Juni 2024 in Essen,0.8021,"[72, 894]","[1010, 894]","[1010, 970]","[72, 970]"
0209.jpg,ersezen,0.5936,"[354, 58]","[1023, 58]","[1023, 196]","[354, 196]"
0209.jpg,Freitag; 19 Uhr: Rave-Demo,0.8851,"[126, 970]","[558, 970]","[558, 1019]","[126, 1019]"
0209.jpg,großes Aktionsplenum,0.8723,"[584, 970]","[952, 970]","[952, 1019]","[584, 1019]"
0209.jpg,Samstag; 6 Uhr: Demonstrationen,0.7297,"[32, 1009]","[572, 1009]","[572, 1059]","[32, 1059]"
0209.jpg,mnassenhaftes Widersetzen,0.7907,"[601, 1011]","[1047, 1011]","[1047, 1053]","[601, 1053]"
0023.jpg,09 Mai,0.7057,"[422, 188]","[588, 188]","[588, 238]","[422, 238]"
0023.jpg,1530 Uhr Biberach Cigelberg,0.698,"[192, 238]","[813, 238]","[813, 303]","[192, 303]"
0023.jpg,angemeldete DEMO,0.9638,"[295, 290]","[717, 290]","[717, 358]","[295, 358]"
0023.jpg,Wahrung der Grundrechte,0.8018,"[237, 342]","[779, 342]","[779, 408]","[237, 408]"
0023.jpg,freie Impfentscheidung,0.5485,"[257, 399]","[753, 399]","[753, 465]","[257, 465]"
0023.jpg,WICkTIG,0.5016,"[410, 668]","[532, 668]","[532, 700]","[410, 700]"
0023.jpg,bitte Mindestabstand einhalten,0.5834,"[273, 699]","[673, 699]","[673, 737]","[273, 737]"
0023.jpg,werden,0.7507,"[416, 766]","[518, 766]","[518, 798]","[416, 798]"
0023.jpg,PIC-COLLAGE,0.7443,"[719, 977]","[995, 977]","[995, 1013]","[719, 1013]"
0023.jpg,00,0.4016,"[85, 401]","[109, 401]","[109, 415]","[85, 415]"
0023.jpg,Art.1: Die Würde des Menschen ist unantastbar._,0.5895,"[171, 497]","[865, 497]","[865, 539]","[171, 539]"
0023.jpg,Art.2: Die Freiheit der Person ist unverletzlich ,0.7872,"[182, 536]","[859, 536]","[859, 576]","[182, 576]"
0023.jpg,Art.5: Eine Zensur findet nicht statt.-,0.7589,"[259, 575]","[785, 575]","[785, 613]","[259, 613]"
0023.jpg,sonst könnte die Veranstaltung aufgelöst,0.898,"[211, 729]","[741, 729]","[741, 771]","[211, 771]"
0023.jpg,2,0.5796,"[559, 842]","[595, 842]","[595, 919]","[559, 919]"
0023.jpg,09,0.9999,"[420, 190]","[486, 190]","[486, 238]","[420, 238]"
0023.jpg,Mai,1.0,"[502, 190]","[586, 190]","[586, 238]","[502, 238]"
0023.jpg,Art.1: Die Würde des Menschen ist unantas,0.5494,"[169, 499]","[791, 499]","[791, 539]","[169, 539]"
0023.jpg,Art. 2: Die Freiheit der Person ist unverlet:,0.5076,"[183, 535]","[789, 535]","[789, 577]","[183, 577]"
0023.jpg,~,0.5369,"[662.0446652881101, 884.104466528811]","[781.0076995040935, 822.5218354072205]","[814.9553347118899, 886.895533471189]","[695.9923004959065, 949.4781645927795]"
0050.jpg,ZUf,0.4266,"[363, 29]","[423, 29]","[423, 67]","[363, 67]"
0050.jpg,baregten Versammlung,0.4704,"[414, 5]","[758, 5]","[758, 83]","[414, 83]"
0050.jpg,"Samstag, 15. August ab 17.30",0.8289,"[258, 716]","[702, 716]","[702, 765]","[258, 765]"
0050.jpg,vom Friedensengel,0.9992,"[349, 757]","[613, 757]","[613, 801]","[349, 801]"
0050.jpg,zur Münchner Freiheit,0.9926,"[325, 797]","[637, 797]","[637, 833]","[325, 833]"
0050.jpg,Laune zichen wr gemeinsam dunch,0.4374,"[423, 891]","[735, 891]","[735, 929]","[423, 929]"
0050.jpg,Einlodung ,0.4221,"[212.07373871835836, 6.071927797493391]","[370.894683497476, 27.880756297947592]","[359.92626128164164, 81.92807220250661]","[201.10531650252398, 60.11924370205241]"
0050.jpg,bewegten,0.9993,"[417, 17]","[555, 17]","[555, 79]","[417, 79]"
0050.jpg,UMiteinander,0.7089,"[267, 72]","[692, 72]","[692, 168]","[267, 168]"
0050.jpg,Treude,0.5738,"[409, 162]","[671, 162]","[671, 250]","[409, 250]"
0050.jpg,vom,0.9999,"[350, 768]","[414, 768]","[414, 794]","[350, 794]"
0050.jpg,Friedensengel,1.0,"[415, 761]","[613, 761]","[613, 801]","[415, 801]"
0050.jpg,Die,0.9993,"[200, 854]","[242, 854]","[242, 884]","[200, 884]"
0050.jpg,Maßnahmen der letzen Zeit haben uns allen viel abverlangt,0.6728,"[236, 847]","[763, 847]","[763, 895]","[236, 895]"
0050.jpg,Mit Musik und guter Laune zichen wir gemeinnsam durch,0.5981,"[231, 891]","[733, 891]","[733, 935]","[231, 935]"
0050.jpg,Nersammlung,0.6172,"[559.127036057031, 4.06384518781088]","[757.9484169896529, 30.21492973740622]","[747.872963942969, 83.93615481218912]","[549.0515830103471, 57.78507026259378]"
0050.jpg,zur,0.8966,"[328, 806]","[376, 806]","[376, 830]","[328, 830]"
0050.jpg,Maßnahmen der letzen Zeit haben uns allen viel ,0.4134,"[238, 851]","[667, 851]","[667, 893]","[238, 893]"
0050.jpg,abverlangt,0.9337,"[659, 850]","[762, 850]","[762, 894]","[659, 894]"
0050.jpg,Mit Musik und,0.5898,"[232, 894]","[374, 894]","[374, 926]","[232, 926]"
0050.jpg,Munchen und,0.5129,"[228, 924]","[352, 924]","[352, 954]","[228, 954]"
0050.jpg,quter,0.8726,"[369.4789396203098, 901.4141973545267]","[423.6013166274123, 897.5056266182951]","[424.5210603796902, 923.5858026454733]","[371.3986833725877, 927.4943733817049]"
0044.jpg,Jeden Samstag 1430 Uhr,0.9657,"[227, 61]","[503, 61]","[503, 99]","[227, 99]"
0044.jpg,Willy-Brandt-Platz,0.8849,"[521, 61]","[735, 61]","[735, 99]","[521, 99]"
0044.jpg,antikerpur,0.4105,"[300, 711]","[693, 711]","[693, 824]","[300, 824]"
0044.jpg,9,0.7946,"[622.588303631762, 209.0077069680444]","[701.2394782776795, 197.0700551877349]","[744.411696368238, 497.9922930319556]","[665.7605217223205, 509.9299448122651]"
0044.jpg,1,0.4832,"[335, 463]","[415, 463]","[415, 696]","[335, 696]"
0044.jpg,7,0.9508,"[280.6617806810695, 411.1824104518503]","[317.62017367294607, 389.03861061643164]","[356.3382193189305, 456.8175895481497]","[318.37982632705393, 478.96138938356836]"
0044.jpg,JETz',0.4247,"[382, 805]","[611, 805]","[611, 926]","[382, 926]"
0093.jpg,DCR €infRitt fst (RCi,0.407,"[72, 1120]","[728, 1120]","[728, 1216]","[72, 1216]"
0093.jpg,"INTERESSANTE MARKTSTÄNDE, KINDERSCHMINKEN,",0.8395,"[71, 522]","[650, 522]","[650, 575]","[71, 575]"
0093.jpg,"KINDERBASTELN , HÜPFBURG , TEDDYAMBULANZ",0.714,"[72, 565]","[604, 565]","[604, 616]","[72, 616]"
0093.jpg,"GLASKUNST MIT VORFÜHRUNG, 3D-DRUCK",0.537,"[72, 604]","[548, 604]","[548, 656]","[72, 656]"
0093.jpg,ESSEN UND TRINKEN,0.779,"[71, 651]","[311, 651]","[311, 696]","[71, 696]"
0093.jpg,"DUO CHARLSON & LUIS (BRA) SAMBA , CHORO, BOSA NOVA",0.5626,"[73, 777]","[729, 777]","[729, 821]","[73, 821]"
0093.jpg,HARTMUT HAKER VON TANZBAR BIS SWINGEND,0.597,"[75, 819]","[607, 819]","[607, 861]","[75, 861]"
0093.jpg,RAINER HERZOG VON GESCHICHTE ZU GESCHICHTE,0.7106,"[74, 859]","[641, 859]","[641, 901]","[74, 901]"
0093.jpg,JEDE MENGE KINDERLIEDER,0.9377,"[73, 901]","[387, 901]","[387, 941]","[73, 941]"
0093.jpg,"DIE HOBBYSTEPPER , MONIKAS TANZMIX , DJ",0.5273,"[75, 985]","[567, 985]","[567, 1029]","[75, 1029]"
0093.jpg,DER CHOR DER FRÖHLICHEN SÄNGER,0.741,"[73, 1023]","[491, 1023]","[491, 1067]","[73, 1067]"
0093.jpg,VON JOHANNISTHAL,0.6514,"[73, 1065]","[301, 1065]","[301, 1107]","[73, 1107]"
0093.jpg,1 1,0.4265,"[494, 408]","[594, 408]","[594, 482]","[494, 482]"
0093.jpg,"(""",0.6558,"[729, 385]","[843, 385]","[843, 493]","[729, 493]"
0078.png,LLEWELLYN,0.745,"[18, 18]","[186, 18]","[186, 50]","[18, 50]"
0078.png,live at robert johnson   running back,0.6975,"[313, 25]","[501, 25]","[501, 43]","[313, 43]"
0078.png,riotvan,0.9986,"[507, 27]","[545, 27]","[545, 41]","[507, 41]"
0078.png,SARA MILLER,0.9999,"[18, 50]","[200, 50]","[200, 82]","[18, 82]"
0078.png,B2B,0.9899,"[201, 57]","[225, 57]","[225, 73]","[201, 73]"
0078.png,KEV SHERIDAN,0.9597,"[228, 50]","[434, 50]","[434, 82]","[228, 82]"
0078.png,permanent vacation,0.9257,"[441, 55]","[545, 55]","[545, 75]","[441, 75]"
0078.png,KARETE BU,0.9996,"[20, 80]","[180, 80]","[180, 112]","[20, 112]"
0078.png,institut für zukunft,0.9513,"[369, 89]","[469, 89]","[469, 103]","[369, 103]"
0078.png,drive,1.0,"[475, 89]","[505, 89]","[505, 103]","[475, 103]"
0078.png,JESSAMINE,0.9999,"[20, 112]","[184, 112]","[184, 144]","[20, 144]"
0078.png,'Ilabout blank,0.6171,"[471, 119]","[547, 119]","[547, 135]","[471, 135]"
0078.png,VOl JS,0.4355,"[276, 304]","[526, 304]","[526, 404]","[276, 404]"
0078.png,8-edit,0.4815,"[509.2567058537528, 91.33103526837755]","[545.8998141071962, 87.56372649348063]","[547.7432941462472, 101.66896473162245]","[511.1001858928038, 104.43627350651937]"
0078.png,BORN,0.9455,"[36.17001165996502, 191.67201865594404]","[299.2701734906999, 130.0785235411829]","[316.82998834003496, 226.32798134405596]","[53.72982650930012, 286.9214764588171]"
0078.png,LIVE,0.9968,"[199, 27]","[231, 27]","[231, 41]","[199, 41]"
0078.png,Iive at robert johnson,0.67,"[313, 27]","[423, 27]","[423, 41]","[313, 41]"
0078.png,running back,0.957,"[430, 25]","[501, 25]","[501, 43]","[430, 43]"
0078.png,VTA,0.6489,"[339, 191]","[549, 191]","[549, 292]","[339, 292]"
0078.png,Ilabout blank,0.5989,"[67, 512]","[233, 512]","[233, 551]","[67, 551]"
0078.png,sat 6.5.2023,0.9382,"[264, 516]","[416, 516]","[416, 546]","[264, 546]"
0078.png,2pm,0.9978,"[450, 518]","[516, 518]","[516, 550]","[450, 550]"
0078.png,NET,0.649,"[133, 273]","[295, 273]","[295, 351]","[133, 351]"
0078.png,BRCAkDCWN,0.4339,"[28, 376]","[553, 376]","[553, 521]","[28, 521]"
0078.png,JA,0.4164,"[443, 199]","[545, 199]","[545, 285]","[443, 285]"
0124.jpg,#SAVE,0.8689,"[88, 31]","[749, 31]","[749, 215]","[88, 215]"
0124.jpg,BRAIN,0.9953,"[110, 202]","[738, 202]","[738, 378]","[110, 378]"
0124.jpg,CITY,0.6226,"[198, 372]","[646, 372]","[646, 544]","[198, 544]"
0124.jpg,Wissenschaft,1.0,"[617, 595]","[1007, 595]","[1007, 657]","[617, 657]"
0124.jpg,sichert die Zukunft Berlins,0.893,"[261, 663]","[1007, 663]","[1007, 725]","[261, 725]"
0124.jpg,1912.2024,0.5314,"[479, 793]","[1013, 793]","[1013, 901]","[479, 901]"
